id,type,text,dialect,syllable_count,estimated_duration,actual_duration_mean,standard_deviation,duration_measurement_status,duration_model,pronunciation_ipa,syllable_sequence,initials,nuclei,codas,phoneme_sequence,phoneme_set,phoneme_transitions,cross_word_transition,tone_sequence,tone_set,tone_transitions,checked_syllables,checked_syllable_count,phonological_features,viseme_sequence,viseme_set,viseme_transitions,visual_features,phoneme_viseme_pairs,av_transitions,phoneme_coverage_gain,coda_coverage_gain,tone_coverage_gain,phoneme_transition_gain,tone_transition_gain,combined_transition_gain,viseme_coverage_gain,viseme_transition_gain,av_transition_gain,audio_score,vision_score,joint_av_score,audio_score_per_sec,vision_score_per_sec,joint_av_score_per_sec
V063,word,viết,Northern Vietnamese (Hanoi),1,0.49,0.49,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/viət̚/,viết,v,iê,t,v-iə-t̚,"iə,t̚,v","v→iə,iə→t̚",,sắc,sắc,,viết,1,checked_syllable,labiodental → spread_vowel → coronal,"coronal,labiodental,spread_vowel","labiodental→spread_vowel,spread_vowel→coronal","coronal,labiodental,spread_vowel","v:labiodental,iə:spread_vowel,t̚:coronal","v:labiodental→iə:spread_vowel,iə:spread_vowel→t̚:coronal",0.06976744186046512,0.08333333333333333,0.16666666666666666,0.012578616352201259,0,0.006289308176100629,0.3,0.03636363636363636,0.012578616352201259,0.08151418750914144,0.16818181818181818,0.09642842896462904,0.16635548471253356,0.3432282003710575,0.19679271217271233
V064,word,nói,Northern Vietnamese (Hanoi),1,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/nɔj/,nói,n,o,i,n-ɔ-j,"j,n,ɔ","n→ɔ,ɔ→j",,sắc,sắc,,,0,,coronal → rounded → palatal,"coronal,palatal,rounded","coronal→rounded,rounded→palatal","coronal,palatal,rounded","n:coronal,ɔ:rounded,j:palatal","n:coronal→ɔ:rounded,ɔ:rounded→j:palatal",0.06976744186046512,0.08333333333333333,0.16666666666666666,0.012578616352201259,0,0.006289308176100629,0.3,0.03636363636363636,0.012578616352201259,0.08151418750914144,0.16818181818181818,0.09642842896462904,0.15675805290219508,0.32342657342657344,0.18543928647044045
V065,word,nghe,Northern Vietnamese (Hanoi),1,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/ŋɛ/,nghe,ngh,e,∅,ŋ-ɛ,"ŋ,ɛ",ŋ→ɛ,,ngang,ngang,,,0,,low_visibility_velar → spread_vowel,"low_visibility_velar,spread_vowel",low_visibility_velar→spread_vowel,"low_visibility_velar,spread_vowel","ŋ:low_visibility_velar,ɛ:spread_vowel",ŋ:low_visibility_velar→ɛ:spread_vowel,0.046511627906976744,0,0.16666666666666666,0.006289308176100629,0,0.0031446540880503146,0.2,0.01818181818181818,0.006289308176100629,0.05408073716542343,0.1090909090909091,0.06297058214565894,0.10400141762581429,0.2097902097902098,0.12109727335703642
V066,word,nhìn,Northern Vietnamese (Hanoi),1,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/ɲin/,nhìn,nh,i,n,ɲ-i-n,"i,n,ɲ","ɲ→i,i→n",,huyền,huyền,,,0,,palatal → spread_vowel → coronal,"coronal,palatal,spread_vowel","palatal→spread_vowel,spread_vowel→coronal","coronal,palatal,spread_vowel","ɲ:palatal,i:spread_vowel,n:coronal","ɲ:palatal→i:spread_vowel,i:spread_vowel→n:coronal",0.06976744186046512,0.08333333333333333,0.16666666666666666,0.012578616352201259,0,0.006289308176100629,0.3,0.03636363636363636,0.012578616352201259,0.08151418750914144,0.16818181818181818,0.09642842896462904,0.15675805290219508,0.32342657342657344,0.18543928647044045
V067,word,học,Northern Vietnamese (Hanoi),1,0.49,0.49,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/hɔk̚/,học,h,o,c,h-ɔ-k̚,"h,k̚,ɔ","h→ɔ,ɔ→k̚",,nặng,nặng,,học,1,"checked_syllable,phonation_contrast",glottal → rounded → low_visibility_velar,"glottal,low_visibility_velar,rounded","glottal→rounded,rounded→low_visibility_velar","glottal,low_visibility_velar,rounded","h:glottal,ɔ:rounded,k̚:low_visibility_velar","h:glottal→ɔ:rounded,ɔ:rounded→k̚:low_visibility_velar",0.06976744186046512,0.08333333333333333,0.16666666666666666,0.012578616352201259,0,0.006289308176100629,0.3,0.03636363636363636,0.012578616352201259,0.08151418750914144,0.16818181818181818,0.09642842896462904,0.16635548471253356,0.3432282003710575,0.19679271217271233
V068,word,làm,Northern Vietnamese (Hanoi),1,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/laːm/,làm,l,a,m,l-aː-m,"aː,l,m","l→aː,aː→m",,huyền,huyền,,,0,,coronal → open_vowel → bilabial_closure,"bilabial_closure,coronal,open_vowel","coronal→open_vowel,open_vowel→bilabial_closure","bilabial_closure,coronal,open_vowel","l:coronal,aː:open_vowel,m:bilabial_closure","l:coronal→aː:open_vowel,aː:open_vowel→m:bilabial_closure",0.06976744186046512,0.08333333333333333,0.16666666666666666,0.012578616352201259,0,0.006289308176100629,0.3,0.03636363636363636,0.012578616352201259,0.08151418750914144,0.16818181818181818,0.09642842896462904,0.15675805290219508,0.32342657342657344,0.18543928647044045
V069,word,chơi,Northern Vietnamese (Hanoi),1,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/cɤj/,chơi,ch,ơ,i,c-ɤ-j,"c,j,ɤ","c→ɤ,ɤ→j",,ngang,ngang,,,0,,palatal → central_vowel → palatal,"central_vowel,palatal","palatal→central_vowel,central_vowel→palatal","central_vowel,palatal","c:palatal,ɤ:central_vowel,j:palatal","c:palatal→ɤ:central_vowel,ɤ:central_vowel→j:palatal",0.06976744186046512,0.08333333333333333,0.16666666666666666,0.012578616352201259,0,0.006289308176100629,0.2,0.03636363636363636,0.012578616352201259,0.08151418750914144,0.1181818181818182,0.08214271467891478,0.15675805290219508,0.2272727272727273,0.15796675899791301
V070,word,ngủ,Northern Vietnamese (Hanoi),1,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/ŋu/,ngủ,ng,u,∅,ŋ-u,"u,ŋ",ŋ→u,,hỏi,hỏi,,,0,,low_visibility_velar → rounded,"low_visibility_velar,rounded",low_visibility_velar→rounded,"low_visibility_velar,rounded","ŋ:low_visibility_velar,u:rounded",ŋ:low_visibility_velar→u:rounded,0.046511627906976744,0,0.16666666666666666,0.006289308176100629,0,0.0031446540880503146,0.2,0.01818181818181818,0.006289308176100629,0.05408073716542343,0.1090909090909091,0.06297058214565894,0.10400141762581429,0.2097902097902098,0.12109727335703642
V071,word,trường,Northern Vietnamese (Hanoi),1,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/ʈɯəŋ/,trường,tr,ươ,ng,ʈ-ɯə-ŋ,"ŋ,ɯə,ʈ","ʈ→ɯə,ɯə→ŋ",,huyền,huyền,,,0,,coronal → central_vowel → low_visibility_velar,"central_vowel,coronal,low_visibility_velar","coronal→central_vowel,central_vowel→low_visibility_velar","central_vowel,coronal,low_visibility_velar","ʈ:coronal,ɯə:central_vowel,ŋ:low_visibility_velar","ʈ:coronal→ɯə:central_vowel,ɯə:central_vowel→ŋ:low_visibility_velar",0.06976744186046512,0.08333333333333333,0.16666666666666666,0.012578616352201259,0,0.006289308176100629,0.3,0.03636363636363636,0.012578616352201259,0.08151418750914144,0.16818181818181818,0.09642842896462904,0.15675805290219508,0.32342657342657344,0.18543928647044045
V072,word,lớp,Northern Vietnamese (Hanoi),1,0.49,0.49,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/lɤp̚/,lớp,l,ơ,p,l-ɤ-p̚,"l,p̚,ɤ","l→ɤ,ɤ→p̚",,sắc,sắc,,lớp,1,checked_syllable,coronal → central_vowel → bilabial_closure,"bilabial_closure,central_vowel,coronal","coronal→central_vowel,central_vowel→bilabial_closure","bilabial_closure,central_vowel,coronal","l:coronal,ɤ:central_vowel,p̚:bilabial_closure","l:coronal→ɤ:central_vowel,ɤ:central_vowel→p̚:bilabial_closure",0.06976744186046512,0.08333333333333333,0.16666666666666666,0.012578616352201259,0,0.006289308176100629,0.3,0.03636363636363636,0.012578616352201259,0.08151418750914144,0.16818181818181818,0.09642842896462904,0.16635548471253356,0.3432282003710575,0.19679271217271233
V073,word,việc,Northern Vietnamese (Hanoi),1,0.49,0.49,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/viək̚/,việc,v,iê,c,v-iə-k̚,"iə,k̚,v","v→iə,iə→k̚",,nặng,nặng,,việc,1,"checked_syllable,phonation_contrast",labiodental → spread_vowel → low_visibility_velar,"labiodental,low_visibility_velar,spread_vowel","labiodental→spread_vowel,spread_vowel→low_visibility_velar","labiodental,low_visibility_velar,spread_vowel","v:labiodental,iə:spread_vowel,k̚:low_visibility_velar","v:labiodental→iə:spread_vowel,iə:spread_vowel→k̚:low_visibility_velar",0.06976744186046512,0.08333333333333333,0.16666666666666666,0.012578616352201259,0,0.006289308176100629,0.3,0.03636363636363636,0.012578616352201259,0.08151418750914144,0.16818181818181818,0.09642842896462904,0.16635548471253356,0.3432282003710575,0.19679271217271233
V074,word,bệnh,Northern Vietnamese (Hanoi),1,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/ɓeɲ/,bệnh,b,ê,nh,ɓ-e-ɲ,"e,ɓ,ɲ","ɓ→e,e→ɲ",,nặng,nặng,,,0,phonation_contrast,bilabial_closure → spread_vowel → palatal,"bilabial_closure,palatal,spread_vowel","bilabial_closure→spread_vowel,spread_vowel→palatal","bilabial_closure,palatal,spread_vowel","ɓ:bilabial_closure,e:spread_vowel,ɲ:palatal","ɓ:bilabial_closure→e:spread_vowel,e:spread_vowel→ɲ:palatal",0.06976744186046512,0.08333333333333333,0.16666666666666666,0.012578616352201259,0,0.006289308176100629,0.3,0.03636363636363636,0.012578616352201259,0.08151418750914144,0.16818181818181818,0.09642842896462904,0.15675805290219508,0.32342657342657344,0.18543928647044045
V075,word,tiền,Northern Vietnamese (Hanoi),1,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/tiən/,tiền,t,iê,n,t-iə-n,"iə,n,t","t→iə,iə→n",,huyền,huyền,,,0,,coronal → spread_vowel → coronal,"coronal,spread_vowel","coronal→spread_vowel,spread_vowel→coronal","coronal,spread_vowel","t:coronal,iə:spread_vowel,n:coronal","t:coronal→iə:spread_vowel,iə:spread_vowel→n:coronal",0.06976744186046512,0.08333333333333333,0.16666666666666666,0.012578616352201259,0,0.006289308176100629,0.2,0.03636363636363636,0.012578616352201259,0.08151418750914144,0.1181818181818182,0.08214271467891478,0.15675805290219508,0.2272727272727273,0.15796675899791301
V076,word,đường,Northern Vietnamese (Hanoi),1,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/ɗɯəŋ/,đường,đ,ươ,ng,ɗ-ɯə-ŋ,"ŋ,ɗ,ɯə","ɗ→ɯə,ɯə→ŋ",,huyền,huyền,,,0,,central_vowel → central_vowel → low_visibility_velar,"central_vowel,low_visibility_velar","central_vowel→central_vowel,central_vowel→low_visibility_velar","central_vowel,low_visibility_velar","ɗ:central_vowel,ɯə:central_vowel,ŋ:low_visibility_velar","ɗ:central_vowel→ɯə:central_vowel,ɯə:central_vowel→ŋ:low_visibility_velar",0.06976744186046512,0.08333333333333333,0.16666666666666666,0.012578616352201259,0,0.006289308176100629,0.2,0.03636363636363636,0.012578616352201259,0.08151418750914144,0.1181818181818182,0.08214271467891478,0.15675805290219508,0.2272727272727273,0.15796675899791301
V077,phrase,thành phố,Northern Vietnamese (Hanoi),2,0.94,0.94,0.09,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/tʰaːɲ/ /fo/,thành-phố,"ph,th","a,ô","nh,∅",tʰ-aː-ɲ-f-o,"aː,f,o,tʰ,ɲ","tʰ→aː,aː→ɲ,ɲ→f,f→o",ɲ→f,huyền-sắc,"huyền,sắc",huyền→sắc,,0,tonal_coarticulation_context,coronal → open_vowel → palatal → labiodental → rounded,"coronal,labiodental,open_vowel,palatal,rounded","coronal→open_vowel,open_vowel→palatal,palatal→labiodental,labiodental→rounded","coronal,labiodental,open_vowel,palatal,rounded","tʰ:coronal,aː:open_vowel,ɲ:palatal,f:labiodental,o:rounded","tʰ:coronal→aː:open_vowel,aː:open_vowel→ɲ:palatal,ɲ:palatal→f:labiodental,f:labiodental→o:rounded",0.11627906976744186,0.08333333333333333,0.3333333333333333,0.025157232704402517,0.0625,0.043828616352201255,0.5,0.07272727272727272,0.025157232704402517,0.14419358819657743,0.2863636363636364,0.167808408316855,0.15339743425167812,0.30464216634429403,0.1785195833158032
V078,phrase,gia đình,Northern Vietnamese (Hanoi),2,0.94,0.94,0.09,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/zaː/ /ɗiɲ/,gia-đình,"gi,đ","a,i","nh,∅",z-aː-ɗ-i-ɲ,"aː,i,z,ɗ,ɲ","z→aː,aː→ɗ,ɗ→i,i→ɲ",aː→ɗ,ngang-huyền,"huyền,ngang",ngang→huyền,,0,tonal_coarticulation_context,coronal → open_vowel → central_vowel → spread_vowel → palatal,"central_vowel,coronal,open_vowel,palatal,spread_vowel","coronal→open_vowel,open_vowel→central_vowel,central_vowel→spread_vowel,spread_vowel→palatal","central_vowel,coronal,open_vowel,palatal,spread_vowel","z:coronal,aː:open_vowel,ɗ:central_vowel,i:spread_vowel,ɲ:palatal","z:coronal→aː:open_vowel,aː:open_vowel→ɗ:central_vowel,ɗ:central_vowel→i:spread_vowel,i:spread_vowel→ɲ:palatal",0.11627906976744186,0.08333333333333333,0.3333333333333333,0.025157232704402517,0.0625,0.043828616352201255,0.5,0.07272727272727272,0.025157232704402517,0.14419358819657743,0.2863636363636364,0.167808408316855,0.15339743425167812,0.30464216634429403,0.1785195833158032
V079,phrase,điện thoại,Northern Vietnamese (Hanoi),2,0.94,0.94,0.08,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/ɗiən/ /tʰwaːj/,điện-thoại,"th,đ","iê,oa","i,n",ɗ-iə-n-tʰ-waː-j,"iə,j,n,tʰ,waː,ɗ","ɗ→iə,iə→n,n→tʰ,tʰ→waː,waː→j",n→tʰ,nặng-nặng,nặng,nặng→nặng,,0,"phonation_contrast,tonal_coarticulation_context",central_vowel → spread_vowel → coronal → coronal → rounded → palatal,"central_vowel,coronal,palatal,rounded,spread_vowel","central_vowel→spread_vowel,spread_vowel→coronal,coronal→coronal,coronal→rounded,rounded→palatal","central_vowel,coronal,palatal,rounded,spread_vowel","ɗ:central_vowel,iə:spread_vowel,n:coronal,tʰ:coronal,waː:rounded,j:palatal","ɗ:central_vowel→iə:spread_vowel,iə:spread_vowel→n:coronal,n:coronal→tʰ:coronal,tʰ:coronal→waː:rounded,waː:rounded→j:palatal",0.13953488372093023,0.16666666666666666,0.16666666666666666,0.031446540880503145,0.0625,0.04697327044025157,0.5,0.09090909090909091,0.031446540880503145,0.12996037187362877,0.29545454545454547,0.16317101704058698,0.13825571475917955,0.31431334622823986,0.17358618834105
V080,phrase,máy tính,Northern Vietnamese (Hanoi),2,0.94,0.94,0.08,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/maːj/ /tiɲ/,máy-tính,"m,t","a,i","nh,y",m-aː-j-t-i-ɲ,"aː,i,j,m,t,ɲ","m→aː,aː→j,j→t,t→i,i→ɲ",j→t,sắc-sắc,sắc,sắc→sắc,,0,tonal_coarticulation_context,bilabial_closure → open_vowel → palatal → coronal → spread_vowel → palatal,"bilabial_closure,coronal,open_vowel,palatal,spread_vowel","bilabial_closure→open_vowel,open_vowel→palatal,palatal→coronal,coronal→spread_vowel,spread_vowel→palatal","bilabial_closure,coronal,open_vowel,palatal,spread_vowel","m:bilabial_closure,aː:open_vowel,j:palatal,t:coronal,i:spread_vowel,ɲ:palatal","m:bilabial_closure→aː:open_vowel,aː:open_vowel→j:palatal,j:palatal→t:coronal,t:coronal→i:spread_vowel,i:spread_vowel→ɲ:palatal",0.13953488372093023,0.16666666666666666,0.16666666666666666,0.031446540880503145,0.0625,0.04697327044025157,0.5,0.09090909090909091,0.031446540880503145,0.12996037187362877,0.29545454545454547,0.16317101704058698,0.13825571475917955,0.31431334622823986,0.17358618834105
V081,phrase,xin chào,Northern Vietnamese (Hanoi),2,0.94,0.94,0.09,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/sin/ /caːw/,xin-chào,"ch,x","a,i","n,o",s-i-n-c-aː-w,"aː,c,i,n,s,w","s→i,i→n,n→c,c→aː,aː→w",n→c,ngang-huyền,"huyền,ngang",ngang→huyền,,0,tonal_coarticulation_context,coronal → spread_vowel → coronal → palatal → open_vowel → rounded,"coronal,open_vowel,palatal,rounded,spread_vowel","coronal→spread_vowel,spread_vowel→coronal,coronal→palatal,palatal→open_vowel,open_vowel→rounded","coronal,open_vowel,palatal,rounded,spread_vowel","s:coronal,i:spread_vowel,n:coronal,c:palatal,aː:open_vowel,w:rounded","s:coronal→i:spread_vowel,i:spread_vowel→n:coronal,n:coronal→c:palatal,c:palatal→aː:open_vowel,aː:open_vowel→w:rounded",0.13953488372093023,0.16666666666666666,0.3333333333333333,0.031446540880503145,0.0625,0.04697327044025157,0.5,0.09090909090909091,0.031446540880503145,0.17162703854029546,0.29545454545454547,0.18698054085011084,0.18258195589393134,0.31431334622823986,0.19891546898947962
V082,phrase,cảm ơn,Northern Vietnamese (Hanoi),2,0.94,0.94,0.09,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/kaːm/ /ɤn/,cảm-ơn,"c,∅","a,ơ","m,n",k-aː-m-ɤ-n,"aː,k,m,n,ɤ","k→aː,aː→m,m→ɤ,ɤ→n",m→ɤ,hỏi-ngang,"hỏi,ngang",hỏi→ngang,,0,tonal_coarticulation_context,low_visibility_velar → open_vowel → bilabial_closure → central_vowel → coronal,"bilabial_closure,central_vowel,coronal,low_visibility_velar,open_vowel","low_visibility_velar→open_vowel,open_vowel→bilabial_closure,bilabial_closure→central_vowel,central_vowel→coronal","bilabial_closure,central_vowel,coronal,low_visibility_velar,open_vowel","k:low_visibility_velar,aː:open_vowel,m:bilabial_closure,ɤ:central_vowel,n:coronal","k:low_visibility_velar→aː:open_vowel,aː:open_vowel→m:bilabial_closure,m:bilabial_closure→ɤ:central_vowel,ɤ:central_vowel→n:coronal",0.11627906976744186,0.16666666666666666,0.3333333333333333,0.025157232704402517,0.0625,0.043828616352201255,0.5,0.07272727272727272,0.025157232704402517,0.16502692152991078,0.2863636363636364,0.1797131702216169,0.17556055481905403,0.30464216634429403,0.191184223640018
V083,phrase,chào buổi sáng,Northern Vietnamese (Hanoi),3,1.28,1.28,0.1,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/caːw/ /ɓuəj/ /ʂaːŋ/,chào-buổi-sáng,"b,ch,s","a,uô","i,ng,o",c-aː-w-ɓ-uə-j-ʂ-aː-ŋ,"aː,c,j,uə,w,ŋ,ɓ,ʂ","c→aː,aː→w,w→ɓ,ɓ→uə,uə→j,j→ʂ,ʂ→aː,aː→ŋ","w→ɓ,j→ʂ",huyền-hỏi-sắc,"huyền,hỏi,sắc","huyền→hỏi,hỏi→sắc",,0,tonal_coarticulation_context,palatal → open_vowel → rounded → bilabial_closure → rounded → palatal → coronal → open_vowel → low_visibility_velar,"bilabial_closure,coronal,low_visibility_velar,open_vowel,palatal,rounded","palatal→open_vowel,open_vowel→rounded,rounded→bilabial_closure,bilabial_closure→rounded,rounded→palatal,palatal→coronal,coronal→open_vowel,open_vowel→low_visibility_velar","bilabial_closure,coronal,low_visibility_velar,open_vowel,palatal,rounded","c:palatal,aː:open_vowel,w:rounded,ɓ:bilabial_closure,uə:rounded,j:palatal,ʂ:coronal,aː:open_vowel,ŋ:low_visibility_velar","c:palatal→aː:open_vowel,aː:open_vowel→w:rounded,w:rounded→ɓ:bilabial_closure,ɓ:bilabial_closure→uə:rounded,uə:rounded→j:palatal,j:palatal→ʂ:coronal,ʂ:coronal→aː:open_vowel,aː:open_vowel→ŋ:low_visibility_velar",0.18604651162790697,0.25,0.5,0.050314465408805034,0.125,0.08765723270440251,0.6,0.14545454545454545,0.050314465408805034,0.25592593608307734,0.3727272727272727,0.2599246793136657,0.19994213756490417,0.29119318181818177,0.20306615571380132
V084,phrase,tôi tên là Lan,Northern Vietnamese (Hanoi),4,1.62,1.62,0.1,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/toj/ /ten/ /laː/ /laːn/,tôi-tên-là-Lan,"l,t","a,ê,ô","i,n,∅",t-o-j-t-e-n-l-aː-l-aː-n,"aː,e,j,l,n,o,t","t→o,o→j,j→t,t→e,e→n,n→l,l→aː,aː→l,l→aː,aː→n","j→t,n→l,aː→l",ngang-ngang-huyền-ngang,"huyền,ngang","ngang→ngang,ngang→huyền,huyền→ngang",,0,tonal_coarticulation_context,coronal → rounded → palatal → coronal → spread_vowel → coronal → coronal → open_vowel → coronal → open_vowel → coronal,"coronal,open_vowel,palatal,rounded,spread_vowel","coronal→rounded,rounded→palatal,palatal→coronal,coronal→spread_vowel,spread_vowel→coronal,coronal→coronal,coronal→open_vowel,open_vowel→coronal,coronal→open_vowel,open_vowel→coronal","coronal,open_vowel,palatal,rounded,spread_vowel","t:coronal,o:rounded,j:palatal,t:coronal,e:spread_vowel,n:coronal,l:coronal,aː:open_vowel,l:coronal,aː:open_vowel,n:coronal","t:coronal→o:rounded,o:rounded→j:palatal,j:palatal→t:coronal,t:coronal→e:spread_vowel,e:spread_vowel→n:coronal,n:coronal→l:coronal,l:coronal→aː:open_vowel,aː:open_vowel→l:coronal,l:coronal→aː:open_vowel,aː:open_vowel→n:coronal",0.16279069767441862,0.16666666666666666,0.3333333333333333,0.05660377358490566,0.1875,0.12205188679245282,0.5,0.14545454545454545,0.05660377358490566,0.19621064611671787,0.32272727272727275,0.21241441478661754,0.12111768278809744,0.19921436588103256,0.13112000912754168
V085,phrase,bạn khỏe không,Northern Vietnamese (Hanoi),3,1.28,1.28,0.1,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/ɓaːn/ /xwɛ/ /xoŋ/,bạn-khỏe-không,"b,kh","a,oe,ô","n,ng,∅",ɓ-aː-n-x-wɛ-x-o-ŋ,"aː,n,o,wɛ,x,ŋ,ɓ","ɓ→aː,aː→n,n→x,x→wɛ,wɛ→x,x→o,o→ŋ","n→x,wɛ→x",nặng-hỏi-ngang,"hỏi,ngang,nặng","nặng→hỏi,hỏi→ngang",,0,"phonation_contrast,tonal_coarticulation_context",bilabial_closure → open_vowel → coronal → low_visibility_velar → rounded → low_visibility_velar → rounded → low_visibility_velar,"bilabial_closure,coronal,low_visibility_velar,open_vowel,rounded","bilabial_closure→open_vowel,open_vowel→coronal,coronal→low_visibility_velar,low_visibility_velar→rounded,rounded→low_visibility_velar,low_visibility_velar→rounded,rounded→low_visibility_velar","bilabial_closure,coronal,low_visibility_velar,open_vowel,rounded","ɓ:bilabial_closure,aː:open_vowel,n:coronal,x:low_visibility_velar,wɛ:rounded,x:low_visibility_velar,o:rounded,ŋ:low_visibility_velar","ɓ:bilabial_closure→aː:open_vowel,aː:open_vowel→n:coronal,n:coronal→x:low_visibility_velar,x:low_visibility_velar→wɛ:rounded,wɛ:rounded→x:low_visibility_velar,x:low_visibility_velar→o:rounded,o:rounded→ŋ:low_visibility_velar",0.16279069767441862,0.16666666666666666,0.5,0.0440251572327044,0.125,0.0845125786163522,0.5,0.09090909090909091,0.0440251572327044,0.22849248573935937,0.29545454545454547,0.2212720272998904,0.17850975448387452,0.23082386363636365,0.17286877132803938
