id,type,text,syllable_count,estimated_duration,actual_duration_mean,standard_deviation,pronunciation,onsets,nuclei,codas,phoneme_sequence,phoneme_set,phoneme_transitions,cross-word transition,morphophonological_processes,morphophonology_count,viseme_sequence,viseme_set,viseme_transitions,visual_features,phoneme_viseme_pairs,av_transitions,phoneme_coverage_gain,coda_coverage_gain,morph_coverage_gain,viseme_coverage_gain,viseme_transition_gain,av_transition_gain,audio_score,vision_score,joint_av_score,phoneme_transition_gain,audio_score_per_sec,vision_score_per_sec,joint_av_score_per_sec
K043,word,비빔밥,3,1.1,0.97,0.15,비빔빱,"ㅂ, ㅃ","ㅣ,ㅏ","ㅁ,ㅂ",ㅂ-ㅣ-ㅂ-ㅣ-ㅁ-ㅃ-ㅏ-ㅂ,"ㅂ,ㅣ,ㅁ,ㅏ","ㅂ→ㅣ,ㅣ→ㅂ,ㅂ→ㅣ,ㅣ→ㅁ,ㅁ→ㅃ,ㅃ→ㅏ,ㅏ→ㅂ",,tensification,1.0,bilabial closure → spread vowel → bilabial closure → spread vowel → bilabial nasal coda → bilabial closure → open vowel → bilabial coda closure,"bilabial closure,spread vowel,bilabial nasal coda,open vowel,bilabial coda closure","bilabial closure→spread vowel,spread vowel→bilabial closure,bilabial closure→spread vowel,spread vowel→bilabial nasal coda,bilabial nasal coda→bilabial closure,bilabial closure→open vowel,open vowel→bilabial coda closure",양순음에서 입술 폐쇄가 나타남; ㅣ 계열에서 입술이 옆으로 벌어짐; 개방 모음에서 입이 크게 열림; 다양한 viseme 전환을 포함,"ㅂ:bilabial closure,ㅣ:spread vowel,ㅂ:bilabial closure,ㅣ:spread vowel,ㅁ:bilabial nasal coda,ㅃ:bilabial closure,ㅏ:open vowel,ㅂ:bilabial coda closure","ㅂ:bilabial closure→ㅣ:spread vowel,ㅣ:spread vowel→ㅂ:bilabial closure,ㅂ:bilabial closure→ㅣ:spread vowel,ㅣ:spread vowel→ㅁ:bilabial nasal coda,ㅁ:bilabial nasal coda→ㅃ:bilabial closure,ㅃ:bilabial closure→ㅏ:open vowel,ㅏ:open vowel→ㅂ:bilabial coda closure",0.08,0.18181818181818200,0.125,0.2777777777777780,0.05084745762711870,0.02510460251046030,0.10208088954056700,0.09623352165725050,0.06948443787672050,0.021505376344086000,0.10523803045419300,0.09920981614149530,0.07163344111002120
K044,word,보리밥,3,0.8,0.83,0.06,보리밥,"ㅂ,ㄹ","ㅗ,ㅣ,ㅏ",ㅂ,ㅂ-ㅗ-ㄹ-ㅣ-ㅂ-ㅏ-ㅂ,"ㅂ,ㅗ,ㄹ,ㅣ,ㅏ","ㅂ→ㅗ,ㅗ→ㄹ,ㄹ→ㅣ,ㅣ→ㅂ,ㅂ→ㅏ,ㅏ→ㅂ",,,,bilabial closure → rounded vowel → liquid → spread vowel → bilabial closure → open vowel → bilabial coda closure,"bilabial closure,rounded vowel,liquid,spread vowel,open vowel,bilabial coda closure","bilabial closure→rounded vowel,rounded vowel→liquid,liquid→spread vowel,spread vowel→bilabial closure,bilabial closure→open vowel,open vowel→bilabial coda closure",양순음에서 입술 폐쇄가 나타남; 원순 모음에서 입술 원순화/돌출이 나타남; ㅣ 계열에서 입술이 옆으로 벌어짐; 개방 모음에서 입이 크게 열림; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅂ:bilabial closure,ㅗ:rounded vowel,ㄹ:liquid,ㅣ:spread vowel,ㅂ:bilabial closure,ㅏ:open vowel,ㅂ:bilabial coda closure","ㅂ:bilabial closure→ㅗ:rounded vowel,ㅗ:rounded vowel→ㄹ:liquid,ㄹ:liquid→ㅣ:spread vowel,ㅣ:spread vowel→ㅂ:bilabial closure,ㅂ:bilabial closure→ㅏ:open vowel,ㅏ:open vowel→ㅂ:bilabial coda closure",0.1,0.09090909090909090,0.0,0.3333333333333330,0.05084745762711870,0.02510460251046030,0.05310361681329420,0.10734463276836200,0.05267530996439160,0.021505376344086000,0.06398026122083640,0.1293308828534480,0.06346422887276090
K045,word,카메라,3,0.8,0.77,0.06,카메라,"ㅋ,ㅁ,ㄹ","ㅏ,ㅔ",,ㅋ-ㅏ-ㅁ-ㅔ-ㄹ-ㅏ,"ㅋ,ㅏ,ㅁ,ㅔ,ㄹ","ㅋ→ㅏ,ㅏ→ㅁ,ㅁ→ㅔ,ㅔ→ㄹ,ㄹ→ㅏ",,,,low-visibility velar → open vowel → bilabial closure → front/open-mid vowel → liquid → open vowel,"low-visibility velar,open vowel,bilabial closure,front/open-mid vowel,liquid","low-visibility velar→open vowel,open vowel→bilabial closure,bilabial closure→front/open-mid vowel,front/open-mid vowel→liquid,liquid→open vowel",양순음에서 입술 폐쇄가 나타남; 개방 모음에서 입이 크게 열림; 중간 개구의 모음 변화가 나타남; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅋ:low-visibility velar,ㅏ:open vowel,ㅁ:bilabial closure,ㅔ:front/open-mid vowel,ㄹ:liquid,ㅏ:open vowel","ㅋ:low-visibility velar→ㅏ:open vowel,ㅏ:open vowel→ㅁ:bilabial closure,ㅁ:bilabial closure→ㅔ:front/open-mid vowel,ㅔ:front/open-mid vowel→ㄹ:liquid,ㄹ:liquid→ㅏ:open vowel",0.1,0.0,0.0,0.2777777777777780,0.0423728813559322,0.02092050209205020,0.029480286738351300,0.08945386064030130,0.03497578459225280,0.017921146953405000,0.03828608667318350,0.11617384498740400,0.045423096873055600
K046,word,토마토,3,0.8,0.73,0.06,토마토,"ㅌ,ㅁ","ㅗ,ㅏ",,ㅌ-ㅗ-ㅁ-ㅏ-ㅌ-ㅗ,"ㅌ,ㅗ,ㅁ,ㅏ","ㅌ→ㅗ,ㅗ→ㅁ,ㅁ→ㅏ,ㅏ→ㅌ,ㅌ→ㅗ",,,,alveolar → rounded vowel → bilabial closure → open vowel → alveolar → rounded vowel,"alveolar,rounded vowel,bilabial closure,open vowel","alveolar→rounded vowel,rounded vowel→bilabial closure,bilabial closure→open vowel,open vowel→alveolar,alveolar→rounded vowel",양순음에서 입술 폐쇄가 나타남; 원순 모음에서 입술 원순화/돌출이 나타남; 개방 모음에서 입이 크게 열림; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적,"ㅌ:alveolar,ㅗ:rounded vowel,ㅁ:bilabial closure,ㅏ:open vowel,ㅌ:alveolar,ㅗ:rounded vowel","ㅌ:alveolar→ㅗ:rounded vowel,ㅗ:rounded vowel→ㅁ:bilabial closure,ㅁ:bilabial closure→ㅏ:open vowel,ㅏ:open vowel→ㅌ:alveolar,ㅌ:alveolar→ㅗ:rounded vowel",0.08,0.0,0.0,0.2222222222222220,0.03389830508474580,0.016736401673640200,0.023584229390681000,0.07156308851224110,0.02798062722636840,0.014336917562724000,0.03230716354887810,0.09803162809896040,0.03832962633749100
K047,word,운동화,3,0.9,0.8,0.1,운동화,"ㅇ,ㄷ,ㅎ","ㅜ,ㅗ,ㅘ","ㄴ,ㅇ",ㅇ-ㅜ-ㄴ-ㄷ-ㅗ-ㅇ-ㅎ-ㅘ,"ㅇ,ㅜ,ㄴ,ㄷ,ㅗ,ㅎ,ㅘ","ㅇ→ㅜ,ㅜ→ㄴ,ㄴ→ㄷ,ㄷ→ㅗ,ㅗ→ㅇ,ㅇ→ㅎ,ㅎ→ㅘ",,,,null/velar onset → rounded/protruded vowel → low-visibility coda → alveolar → rounded vowel → low-visibility coda → glottal → rounded vowel,"null/velar onset,rounded/protruded vowel,low-visibility coda,alveolar,rounded vowel,glottal","null/velar onset→rounded/protruded vowel,rounded/protruded vowel→low-visibility coda,low-visibility coda→alveolar,alveolar→rounded vowel,rounded vowel→low-visibility coda,low-visibility coda→glottal,glottal→rounded vowel",원순 모음에서 입술 원순화/돌출이 나타남; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅇ:null/velar onset,ㅜ:rounded/protruded vowel,ㄴ:low-visibility coda,ㄷ:alveolar,ㅗ:rounded vowel,ㅇ:low-visibility coda,ㅎ:glottal,ㅘ:rounded vowel","ㅇ:null/velar onset→ㅜ:rounded/protruded vowel,ㅜ:rounded/protruded vowel→ㄴ:low-visibility coda,ㄴ:low-visibility coda→ㄷ:alveolar,ㄷ:alveolar→ㅗ:rounded vowel,ㅗ:rounded vowel→ㅇ:low-visibility coda,ㅇ:low-visibility coda→ㅎ:glottal,ㅎ:glottal→ㅘ:rounded vowel",0.14,0.18181818181818200,0.0,0.3333333333333330,0.059322033898305100,0.029288702928870300,0.08672694688823720,0.11412429378531100,0.0708497003466926,0.025089605734767000,0.10840868361029700,0.1426553672316380,0.08856212543336580
K048,word,원피스,3,0.9,0.77,0.12,원피스,"ㅇ,ㅍ,ㅅ","ㅝ,ㅣ,ㅡ",ㄴ,ㅇ-ㅝ-ㄴ-ㅍ-ㅣ-ㅅ-ㅡ,"ㅇ,ㅝ,ㄴ,ㅍ,ㅣ,ㅅ,ㅡ","ㅇ→ㅝ,ㅝ→ㄴ,ㄴ→ㅍ,ㅍ→ㅣ,ㅣ→ㅅ,ㅅ→ㅡ",,,,null/velar onset → rounded vowel → low-visibility coda → bilabial closure → spread vowel → fricative → neutral/unrounded vowel,"null/velar onset,rounded vowel,low-visibility coda,bilabial closure,spread vowel,fricative,neutral/unrounded vowel","null/velar onset→rounded vowel,rounded vowel→low-visibility coda,low-visibility coda→bilabial closure,bilabial closure→spread vowel,spread vowel→fricative,fricative→neutral/unrounded vowel",양순음에서 입술 폐쇄가 나타남; 원순 모음에서 입술 원순화/돌출이 나타남; ㅣ 계열에서 입술이 옆으로 벌어짐; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅇ:null/velar onset,ㅝ:rounded vowel,ㄴ:low-visibility coda,ㅍ:bilabial closure,ㅣ:spread vowel,ㅅ:fricative,ㅡ:neutral/unrounded vowel","ㅇ:null/velar onset→ㅝ:rounded vowel,ㅝ:rounded vowel→ㄴ:low-visibility coda,ㄴ:low-visibility coda→ㅍ:bilabial closure,ㅍ:bilabial closure→ㅣ:spread vowel,ㅣ:spread vowel→ㅅ:fricative,ㅅ:fricative→ㅡ:neutral/unrounded vowel",0.14,0.09090909090909090,0.0,0.3888888888888890,0.05084745762711870,0.02510460251046030,0.06310361681329420,0.11845574387947300,0.059447074185476000,0.021505376344086000,0.08195274910817430,0.1538386284149000,0.07720399244867010
K049,word,초콜릿,3,0.9,0.8,0.1,초콜릳,"ㅊ,ㅋ,ㄹ","ㅗ,ㅣ","ㄹ,ㄷ",ㅊ-ㅗ-ㅋ-ㅗ-ㄹ-ㄹ-ㅣ-ㅅ,"ㅊ,ㅗ,ㅋ,ㄹ,ㅣ,ㅅ","ㅊ→ㅗ,ㅗ→ㅋ,ㅋ→ㅗ,ㅗ→ㄹ,ㄹ→ㄹ,ㄹ→ㅣ,ㅣ→ㅅ",,coda_neutralization,1.0,affricate → rounded vowel → low-visibility velar → rounded vowel → low-visibility coda → liquid → spread vowel → low-visibility coda,"affricate,rounded vowel,low-visibility velar,low-visibility coda,liquid,spread vowel","affricate→rounded vowel,rounded vowel→low-visibility velar,low-visibility velar→rounded vowel,rounded vowel→low-visibility coda,low-visibility coda→liquid,liquid→spread vowel,spread vowel→low-visibility coda",원순 모음에서 입술 원순화/돌출이 나타남; ㅣ 계열에서 입술이 옆으로 벌어짐; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅊ:affricate,ㅗ:rounded vowel,ㅋ:low-visibility velar,ㅗ:rounded vowel,ㄹ:low-visibility coda,ㄹ:liquid,ㅣ:spread vowel,ㄷ:low-visibility coda","ㅊ:affricate→ㅗ:rounded vowel,ㅗ:rounded vowel→ㅋ:low-visibility velar,ㅋ:low-visibility velar→ㅗ:rounded vowel,ㅗ:rounded vowel→ㄹ:low-visibility coda,ㄹ:low-visibility coda→ㄹ:liquid,ㄹ:liquid→ㅣ:spread vowel,ㅣ:spread vowel→ㄷ:low-visibility coda",0.12,0.18181818181818200,0.125,0.3333333333333330,0.059322033898305100,0.029288702928870300,0.11297694688823700,0.11412429378531100,0.07984411140709660,0.025089605734767000,0.1412211836102970,0.1426553672316380,0.09980513925887080
K050,word,빨간색,3,1.5,1.1,0.36,빨간색,"ㅃ,ㄱ,ㅅ","ㅏ,ㅐ","ㄹ,ㄴ,ㄱ",ㅃ-ㅏ-ㄹ-ㄱ-ㅏ-ㄴ-ㅅ-ㅐ-ㄱ,"ㅃ,ㅏ,ㄹ,ㄱ,ㄴ,ㅅ,ㅐ","ㅃ→ㅏ,ㅏ→ㄹ,ㄹ→ㄱ,ㄱ→ㅏ,ㅏ→ㄴ,ㄴ→ㅅ,ㅅ→ㅐ,ㅐ→ㄱ",,,,bilabial closure → open vowel → low-visibility coda → low-visibility velar → open vowel → low-visibility coda → fricative → front/open-mid vowel → low-visibility coda,"bilabial closure,open vowel,low-visibility coda,low-visibility velar,fricative,front/open-mid vowel","bilabial closure→open vowel,open vowel→low-visibility coda,low-visibility coda→low-visibility velar,low-visibility velar→open vowel,open vowel→low-visibility coda,low-visibility coda→fricative,fricative→front/open-mid vowel,front/open-mid vowel→low-visibility coda",양순음에서 입술 폐쇄가 나타남; 개방 모음에서 입이 크게 열림; 중간 개구의 모음 변화가 나타남; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅃ:bilabial closure,ㅏ:open vowel,ㄹ:low-visibility coda,ㄱ:low-visibility velar,ㅏ:open vowel,ㄴ:low-visibility coda,ㅅ:fricative,ㅐ:front/open-mid vowel,ㄱ:low-visibility coda","ㅃ:bilabial closure→ㅏ:open vowel,ㅏ:open vowel→ㄹ:low-visibility coda,ㄹ:low-visibility coda→ㄱ:low-visibility velar,ㄱ:low-visibility velar→ㅏ:open vowel,ㅏ:open vowel→ㄴ:low-visibility coda,ㄴ:low-visibility coda→ㅅ:fricative,ㅅ:fricative→ㅐ:front/open-mid vowel,ㅐ:front/open-mid vowel→ㄱ:low-visibility coda",0.14,0.2727272727272730,0.0,0.3333333333333330,0.059322033898305100,0.03347280334728030,0.11035027696318000,0.11412429378531100,0.08071245417478490,0.02867383512544800,0.10031843360289100,0.10374935798664600,0.07337495834071360
K051,word,텔레비전,4,1.0,0.93,0.12,텔레비전,"ㅌ,ㄹ,ㅂ,ㅈ","ㅔ,ㅣ,ㅓ","ㄹ,ㄴ",ㅌ-ㅔ-ㄹ-ㄹ-ㅔ-ㅂ-ㅣ-ㅈ-ㅓ-ㄴ,"ㅌ,ㅔ,ㄹ,ㅂ,ㅣ,ㅈ,ㅓ,ㄴ","ㅌ→ㅔ,ㅔ→ㄹ,ㄹ→ㄹ,ㄹ→ㅔ,ㅔ→ㅂ,ㅂ→ㅣ,ㅣ→ㅈ,ㅈ→ㅓ,ㅓ→ㄴ",,,,alveolar → front/open-mid vowel → low-visibility coda → liquid → front/open-mid vowel → bilabial closure → spread vowel → affricate → open-mid vowel → low-visibility coda,"alveolar,front/open-mid vowel,low-visibility coda,liquid,bilabial closure,spread vowel,affricate,open-mid vowel","alveolar→front/open-mid vowel,front/open-mid vowel→low-visibility coda,low-visibility coda→liquid,liquid→front/open-mid vowel,front/open-mid vowel→bilabial closure,bilabial closure→spread vowel,spread vowel→affricate,affricate→open-mid vowel,open-mid vowel→low-visibility coda",양순음에서 입술 폐쇄가 나타남; ㅣ 계열에서 입술이 옆으로 벌어짐; 중간 개구의 모음 변화가 나타남; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅌ:alveolar,ㅔ:front/open-mid vowel,ㄹ:low-visibility coda,ㄹ:liquid,ㅔ:front/open-mid vowel,ㅂ:bilabial closure,ㅣ:spread vowel,ㅈ:affricate,ㅓ:open-mid vowel,ㄴ:low-visibility coda","ㅌ:alveolar→ㅔ:front/open-mid vowel,ㅔ:front/open-mid vowel→ㄹ:low-visibility coda,ㄹ:low-visibility coda→ㄹ:liquid,ㄹ:liquid→ㅔ:front/open-mid vowel,ㅔ:front/open-mid vowel→ㅂ:bilabial closure,ㅂ:bilabial closure→ㅣ:spread vowel,ㅣ:spread vowel→ㅈ:affricate,ㅈ:affricate→ㅓ:open-mid vowel,ㅓ:open-mid vowel→ㄴ:low-visibility coda",0.16,0.18181818181818200,0.0,0.4444444444444440,0.07627118644067800,0.03765690376569040,0.0935190615835777,0.14990583804143100,0.08417181031051150,0.03225806451612900,0.10055813073503000,0.1611890731628290,0.09050732291452850
K052,word,아버지,3,0.8,0.77,0.06,아버지,"ㅇ,ㅂ,ㅈ","ㅏ,ㅓ,ㅣ",,ㅇ-ㅏ-ㅂ-ㅓ-ㅈ-ㅣ,"ㅇ,ㅏ,ㅂ,ㅓ,ㅈ,ㅣ","ㅇ→ㅏ,ㅏ→ㅂ,ㅂ→ㅓ,ㅓ→ㅈ,ㅈ→ㅣ",,,,null/velar onset → open vowel → bilabial closure → open-mid vowel → affricate → spread vowel,"null/velar onset,open vowel,bilabial closure,open-mid vowel,affricate,spread vowel","null/velar onset→open vowel,open vowel→bilabial closure,bilabial closure→open-mid vowel,open-mid vowel→affricate,affricate→spread vowel",양순음에서 입술 폐쇄가 나타남; ㅣ 계열에서 입술이 옆으로 벌어짐; 개방 모음에서 입이 크게 열림; 중간 개구의 모음 변화가 나타남; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅇ:null/velar onset,ㅏ:open vowel,ㅂ:bilabial closure,ㅓ:open-mid vowel,ㅈ:affricate,ㅣ:spread vowel","ㅇ:null/velar onset→ㅏ:open vowel,ㅏ:open vowel→ㅂ:bilabial closure,ㅂ:bilabial closure→ㅓ:open-mid vowel,ㅓ:open-mid vowel→ㅈ:affricate,ㅈ:affricate→ㅣ:spread vowel",0.12,0.0,0.0,0.3333333333333330,0.0423728813559322,0.02092050209205020,0.034480286738351300,0.10056497175141200,0.03918017167238380,0.017921146953405000,0.04477959316668990,0.13060385941741900,0.050883339834264700
K053,word,어머니,3,0.9,0.77,0.15,어머니,"ㅇ,ㅁ,ㄴ","ㅓ,ㅣ",,ㅇ-ㅓ-ㅁ-ㅓ-ㄴ-ㅣ,"ㅇ,ㅓ,ㅁ,ㄴ,ㅣ","ㅇ→ㅓ,ㅓ→ㅁ,ㅁ→ㅓ,ㅓ→ㄴ,ㄴ→ㅣ",,,,null/velar onset → open-mid vowel → bilabial closure → open-mid vowel → alveolar → spread vowel,"null/velar onset,open-mid vowel,bilabial closure,alveolar,spread vowel","null/velar onset→open-mid vowel,open-mid vowel→bilabial closure,bilabial closure→open-mid vowel,open-mid vowel→alveolar,alveolar→spread vowel",양순음에서 입술 폐쇄가 나타남; ㅣ 계열에서 입술이 옆으로 벌어짐; 중간 개구의 모음 변화가 나타남; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅇ:null/velar onset,ㅓ:open-mid vowel,ㅁ:bilabial closure,ㅓ:open-mid vowel,ㄴ:alveolar,ㅣ:spread vowel","ㅇ:null/velar onset→ㅓ:open-mid vowel,ㅓ:open-mid vowel→ㅁ:bilabial closure,ㅁ:bilabial closure→ㅓ:open-mid vowel,ㅓ:open-mid vowel→ㄴ:alveolar,ㄴ:alveolar→ㅣ:spread vowel",0.1,0.0,0.0,0.2777777777777780,0.0423728813559322,0.02092050209205020,0.029480286738351300,0.08945386064030130,0.03497578459225280,0.017921146953405000,0.03828608667318350,0.11617384498740400,0.045423096873055600
K054,word,엘리베이터,5,1.2,1.07,0.12,엘리베이터,"ㅇ,ㄹ,ㅂ,ㅌ","ㅔ,ㅣ,ㅓ",ㄹ,ㅇ-ㅔ-ㄹ-ㄹ-ㅣ-ㅂ-ㅔ-ㅇ-ㅣ-ㅌ-ㅓ,"ㅇ,ㅔ,ㄹ,ㅣ,ㅂ,ㅌ,ㅓ","ㅇ→ㅔ,ㅔ→ㄹ,ㄹ→ㄹ,ㄹ→ㅣ,ㅣ→ㅂ,ㅂ→ㅔ,ㅔ→ㅇ,ㅇ→ㅣ,ㅣ→ㅌ,ㅌ→ㅓ",,,,null/velar onset → front/open-mid vowel → low-visibility coda → liquid → spread vowel → bilabial closure → front/open-mid vowel → null/velar onset → spread vowel → alveolar → open-mid vowel,"null/velar onset,front/open-mid vowel,low-visibility coda,liquid,spread vowel,bilabial closure,alveolar,open-mid vowel","null/velar onset→front/open-mid vowel,front/open-mid vowel→low-visibility coda,low-visibility coda→liquid,liquid→spread vowel,spread vowel→bilabial closure,bilabial closure→front/open-mid vowel,front/open-mid vowel→null/velar onset,null/velar onset→spread vowel,spread vowel→alveolar,alveolar→open-mid vowel",양순음에서 입술 폐쇄가 나타남; ㅣ 계열에서 입술이 옆으로 벌어짐; 중간 개구의 모음 변화가 나타남; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅇ:null/velar onset,ㅔ:front/open-mid vowel,ㄹ:low-visibility coda,ㄹ:liquid,ㅣ:spread vowel,ㅂ:bilabial closure,ㅔ:front/open-mid vowel,ㅇ:null/velar onset,ㅣ:spread vowel,ㅌ:alveolar,ㅓ:open-mid vowel","ㅇ:null/velar onset→ㅔ:front/open-mid vowel,ㅔ:front/open-mid vowel→ㄹ:low-visibility coda,ㄹ:low-visibility coda→ㄹ:liquid,ㄹ:liquid→ㅣ:spread vowel,ㅣ:spread vowel→ㅂ:bilabial closure,ㅂ:bilabial closure→ㅔ:front/open-mid vowel,ㅔ:front/open-mid vowel→ㅇ:null/velar onset,ㅇ:null/velar onset→ㅣ:spread vowel,ㅣ:spread vowel→ㅌ:alveolar,ㅌ:alveolar→ㅓ:open-mid vowel",0.14,0.09090909090909090,0.0,0.4444444444444440,0.0847457627118644,0.04184100418410040,0.06668784620397520,0.15668549905838000,0.07287032212977960,0.035842293906810000,0.062325089910257200,0.14643504584895400,0.06810310479418660
K055,word,아이스크림,5,1.0,1.0,0.0,아이스크림,"ㅇ,ㅅ,ㅋ,ㄹ","ㅏ,ㅣ,ㅡ",ㅁ,ㅇ-ㅏ-ㅇ-ㅣ-ㅅ-ㅡ-ㅋ-ㅡ-ㄹ-ㅣ-ㅁ,"ㅇ,ㅏ,ㅣ,ㅅ,ㅡ,ㅋ,ㄹ,ㅁ","ㅇ→ㅏ,ㅏ→ㅇ,ㅇ→ㅣ,ㅣ→ㅅ,ㅅ→ㅡ,ㅡ→ㅋ,ㅋ→ㅡ,ㅡ→ㄹ,ㄹ→ㅣ,ㅣ→ㅁ",,,,null/velar onset → open vowel → null/velar onset → spread vowel → fricative → neutral/unrounded vowel → low-visibility velar → neutral/unrounded vowel → liquid → spread vowel → bilabial nasal coda,"null/velar onset,open vowel,spread vowel,fricative,neutral/unrounded vowel,low-visibility velar,liquid,bilabial nasal coda","null/velar onset→open vowel,open vowel→null/velar onset,null/velar onset→spread vowel,spread vowel→fricative,fricative→neutral/unrounded vowel,neutral/unrounded vowel→low-visibility velar,low-visibility velar→neutral/unrounded vowel,neutral/unrounded vowel→liquid,liquid→spread vowel,spread vowel→bilabial nasal coda",양순음에서 입술 폐쇄가 나타남; ㅣ 계열에서 입술이 옆으로 벌어짐; 개방 모음에서 입이 크게 열림; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅇ:null/velar onset,ㅏ:open vowel,ㅇ:null/velar onset,ㅣ:spread vowel,ㅅ:fricative,ㅡ:neutral/unrounded vowel,ㅋ:low-visibility velar,ㅡ:neutral/unrounded vowel,ㄹ:liquid,ㅣ:spread vowel,ㅁ:bilabial nasal coda","ㅇ:null/velar onset→ㅏ:open vowel,ㅏ:open vowel→ㅇ:null/velar onset,ㅇ:null/velar onset→ㅣ:spread vowel,ㅣ:spread vowel→ㅅ:fricative,ㅅ:fricative→ㅡ:neutral/unrounded vowel,ㅡ:neutral/unrounded vowel→ㅋ:low-visibility velar,ㅋ:low-visibility velar→ㅡ:neutral/unrounded vowel,ㅡ:neutral/unrounded vowel→ㄹ:liquid,ㄹ:liquid→ㅣ:spread vowel,ㅣ:spread vowel→ㅁ:bilabial nasal coda",0.16,0.09090909090909090,0.0,0.4444444444444440,0.0847457627118644,0.04184100418410040,0.07168784620397520,0.15668549905838000,0.07575788925122430,0.035842293906810000,0.07168784620397520,0.15668549905838000,0.07575788925122430
K056,word,아메리카노,5,1.4,1.13,0.23,아메리카노,"ㅇ,ㅁ,ㄹ,ㅋ,ㄴ","ㅏ,ㅔ,ㅣ,ㅗ",,ㅇ-ㅏ-ㅁ-ㅔ-ㄹ-ㅣ-ㅋ-ㅏ-ㄴ-ㅗ,"ㅇ,ㅏ,ㅁ,ㅔ,ㄹ,ㅣ,ㅋ,ㄴ,ㅗ","ㅇ→ㅏ,ㅏ→ㅁ,ㅁ→ㅔ,ㅔ→ㄹ,ㄹ→ㅣ,ㅣ→ㅋ,ㅋ→ㅏ,ㅏ→ㄴ,ㄴ→ㅗ",,,,null/velar onset → open vowel → bilabial closure → front/open-mid vowel → liquid → spread vowel → low-visibility velar → open vowel → alveolar → rounded vowel,"null/velar onset,open vowel,bilabial closure,front/open-mid vowel,liquid,spread vowel,low-visibility velar,alveolar,rounded vowel","null/velar onset→open vowel,open vowel→bilabial closure,bilabial closure→front/open-mid vowel,front/open-mid vowel→liquid,liquid→spread vowel,spread vowel→low-visibility velar,low-visibility velar→open vowel,open vowel→alveolar,alveolar→rounded vowel",양순음에서 입술 폐쇄가 나타남; 원순 모음에서 입술 원순화/돌출이 나타남; ㅣ 계열에서 입술이 옆으로 벌어짐; 개방 모음에서 입이 크게 열림; 중간 개구의 모음 변화가 나타남; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅇ:null/velar onset,ㅏ:open vowel,ㅁ:bilabial closure,ㅔ:front/open-mid vowel,ㄹ:liquid,ㅣ:spread vowel,ㅋ:low-visibility velar,ㅏ:open vowel,ㄴ:alveolar,ㅗ:rounded vowel","ㅇ:null/velar onset→ㅏ:open vowel,ㅏ:open vowel→ㅁ:bilabial closure,ㅁ:bilabial closure→ㅔ:front/open-mid vowel,ㅔ:front/open-mid vowel→ㄹ:liquid,ㄹ:liquid→ㅣ:spread vowel,ㅣ:spread vowel→ㅋ:low-visibility velar,ㅋ:low-visibility velar→ㅏ:open vowel,ㅏ:open vowel→ㄴ:alveolar,ㄴ:alveolar→ㅗ:rounded vowel",0.18,0.0,0.0,0.5,0.07627118644067800,0.03765690376569040,0.053064516129032300,0.1610169491525420,0.06295641405579050,0.03225806451612900,0.04695974878675420,0.1424928753562320,0.055713640757336700
