id,type,text,dialect,syllable_count,stress_pattern,stress_features,estimated_duration,actual_duration_mean,standard_deviation,duration_measurement_status,duration_model,pronunciation_phonemic_ipa,surface_pronunciation_ipa,phoneme_sequence,phoneme_set,consonants,nuclei,word_final_codas,cross_word_transition,phoneme_transitions,consonant_clusters,phonological_processes,reduced_vowels_and_weak_forms,pronunciation_review_status,review_notes,viseme_sequence,viseme_set,viseme_transitions,phoneme_viseme_pairs,av_transitions,score_weighting_status,standalone_phoneme_coverage,standalone_coda_coverage,standalone_stress_feature_coverage,standalone_reduction_coverage,standalone_cluster_coverage,standalone_process_coverage,standalone_phoneme_transition_coverage,standalone_viseme_coverage,standalone_viseme_transition_coverage,standalone_av_transition_coverage,standalone_audio_score,standalone_vision_score,standalone_joint_av_score,standalone_audio_score_per_sec,standalone_vision_score_per_sec,standalone_joint_av_score_per_sec
E047,word,button,General American English,2,10,has_primary_stress;has_unstressed_syllable;initial_primary_stress;stress_alternation,0.76,0.76,0.07,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/bʌtən/,[bʌʔən],b-ʌ-t-ə-n,"b,n,t,ə,ʌ","b,t,n","ʌ,ə",n,,"b→ʌ,ʌ→t,t→ə,ə→n",,glottalization;vowel_reduction,ə,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,bilabial_closure → central_open_vowel → coronal → neutral_vowel → coronal,"bilabial_closure,central_open_vowel,coronal,neutral_vowel","bilabial_closure→central_open_vowel,central_open_vowel→coronal,coronal→neutral_vowel,neutral_vowel→coronal","b:bilabial_closure,ʌ:central_open_vowel,t:coronal,ə:neutral_vowel,n:coronal","b:bilabial_closure→ʌ:central_open_vowel,ʌ:central_open_vowel→t:coronal,t:coronal→ə:neutral_vowel,ə:neutral_vowel→n:coronal",EQUAL_WEIGHT_HEURISTIC,0.11627907,0.0625,0.666666667,0.1,0,0.222222222,0.016806723,0.2,0.036697248,0.016806723,0.169210669,0.118348624,0.143797865,0.222645617,0.155721873,0.189207717
E048,word,little,General American English,2,10,has_primary_stress;has_unstressed_syllable;initial_primary_stress;stress_alternation,0.76,0.76,0.07,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/lɪtəl/,[lɪɾəl],l-ɪ-t-ə-l,"l,t,ə,ɪ","l,t","ɪ,ə",l,,"l→ɪ,ɪ→t,t→ə,ə→l",,flapping;vowel_reduction;dark_l,ə,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,coronal → spread_vowel → coronal → neutral_vowel → coronal,"coronal,spread_vowel,neutral_vowel","coronal→spread_vowel,spread_vowel→coronal,coronal→neutral_vowel,neutral_vowel→coronal","l:coronal,ɪ:spread_vowel,t:coronal,ə:neutral_vowel,l:coronal","l:coronal→ɪ:spread_vowel,ɪ:spread_vowel→t:coronal,t:coronal→ə:neutral_vowel,ə:neutral_vowel→l:coronal",EQUAL_WEIGHT_HEURISTIC,0.093023256,0.0625,0.666666667,0.1,0,0.333333333,0.016806723,0.15,0.036697248,0.016806723,0.181761426,0.093348624,0.147583395,0.23915977,0.122827137,0.194188677
E049,word,city,General American English,2,10,has_primary_stress;has_unstressed_syllable;initial_primary_stress;stress_alternation,0.76,0.76,0.07,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/sɪti/,[sɪɾi],s-ɪ-t-i,"i,s,t,ɪ","s,t","ɪ,i",,,"s→ɪ,ɪ→t,t→i",,flapping,,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,coronal → spread_vowel → coronal → spread_vowel,"coronal,spread_vowel","coronal→spread_vowel,spread_vowel→coronal,coronal→spread_vowel","s:coronal,ɪ:spread_vowel,t:coronal,i:spread_vowel","s:coronal→ɪ:spread_vowel,ɪ:spread_vowel→t:coronal,t:coronal→i:spread_vowel",EQUAL_WEIGHT_HEURISTIC,0.093023256,0,0.666666667,0,0,0.111111111,0.012605042,0.1,0.018348624,0.012605042,0.126200868,0.059174312,0.101435974,0.166053774,0.077860937,0.133468387
E050,word,better,General American English,2,10,has_primary_stress;has_unstressed_syllable;initial_primary_stress;stress_alternation,0.76,0.76,0.07,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/bɛtɚ/,[bɛɾɚ],b-ɛ-t-ɚ,"b,t,ɚ,ɛ","b,t","ɛ,ɚ",,,"b→ɛ,ɛ→t,t→ɚ",,flapping;r_coloring,ɚ,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,bilabial_closure → front_open_vowel → coronal → rhotic_vowel,"bilabial_closure,front_open_vowel,coronal,rhotic_vowel","bilabial_closure→front_open_vowel,front_open_vowel→coronal,coronal→rhotic_vowel","b:bilabial_closure,ɛ:front_open_vowel,t:coronal,ɚ:rhotic_vowel","b:bilabial_closure→ɛ:front_open_vowel,ɛ:front_open_vowel→t:coronal,t:coronal→ɚ:rhotic_vowel",EQUAL_WEIGHT_HEURISTIC,0.093023256,0,0.666666667,0.1,0,0.222222222,0.012605042,0.2,0.027522936,0.012605042,0.156359598,0.113761468,0.133464516,0.205736313,0.149686142,0.175611206
E051,word,writer,General American English,2,10,has_primary_stress;has_unstressed_syllable;initial_primary_stress;stress_alternation,0.76,0.76,0.07,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/ɹaɪtɚ/,[ɹaɪɾɚ],ɹ-aɪ-t-ɚ,"aɪ,t,ɚ,ɹ","ɹ,t","aɪ,ɚ",,,"ɹ→aɪ,aɪ→t,t→ɚ",,flapping;r_coloring,ɚ,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,rhotic → open_to_spread → coronal → rhotic_vowel,"rhotic,open_to_spread,coronal,rhotic_vowel","rhotic→open_to_spread,open_to_spread→coronal,coronal→rhotic_vowel","ɹ:rhotic,aɪ:open_to_spread,t:coronal,ɚ:rhotic_vowel","ɹ:rhotic→aɪ:open_to_spread,aɪ:open_to_spread→t:coronal,t:coronal→ɚ:rhotic_vowel",EQUAL_WEIGHT_HEURISTIC,0.093023256,0,0.666666667,0.1,0,0.222222222,0.012605042,0.2,0.027522936,0.012605042,0.156359598,0.113761468,0.133464516,0.205736313,0.149686142,0.175611206
E052,word,winter,General American English,2,10,has_primary_stress;has_unstressed_syllable;initial_primary_stress;stress_alternation,0.8,0.8,0.07,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/wɪntɚ/,[wɪntɚ],w-ɪ-n-t-ɚ,"n,t,w,ɚ,ɪ","w,n,t","ɪ,ɚ",,,"w→ɪ,ɪ→n,n→t,t→ɚ",nt,r_coloring,ɚ,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,rounded_glide → spread_vowel → coronal → coronal → rhotic_vowel,"rounded_glide,spread_vowel,coronal,rhotic_vowel","rounded_glide→spread_vowel,spread_vowel→coronal,coronal→coronal,coronal→rhotic_vowel","w:rounded_glide,ɪ:spread_vowel,n:coronal,t:coronal,ɚ:rhotic_vowel","w:rounded_glide→ɪ:spread_vowel,ɪ:spread_vowel→n:coronal,n:coronal→t:coronal,t:coronal→ɚ:rhotic_vowel",EQUAL_WEIGHT_HEURISTIC,0.11627907,0,0.666666667,0.1,0.033333333,0.111111111,0.016806723,0.2,0.036697248,0.016806723,0.149170986,0.118348624,0.129770087,0.186463733,0.14793578,0.162212609
E053,word,spring,General American English,1,1,has_primary_stress;initial_primary_stress,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/spɹɪŋ/,[spɹɪŋ],s-p-ɹ-ɪ-ŋ,"p,s,ŋ,ɪ,ɹ","s,p,ɹ,ŋ",ɪ,ŋ,,"s→p,p→ɹ,ɹ→ɪ,ɪ→ŋ",spɹ,,,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,coronal → bilabial_closure → rhotic → spread_vowel → low_visibility_velar,"coronal,bilabial_closure,rhotic,spread_vowel,low_visibility_velar","coronal→bilabial_closure,bilabial_closure→rhotic,rhotic→spread_vowel,spread_vowel→low_visibility_velar","s:coronal,p:bilabial_closure,ɹ:rhotic,ɪ:spread_vowel,ŋ:low_visibility_velar","s:coronal→p:bilabial_closure,p:bilabial_closure→ɹ:rhotic,ɹ:rhotic→ɪ:spread_vowel,ɪ:spread_vowel→ŋ:low_visibility_velar",EQUAL_WEIGHT_HEURISTIC,0.11627907,0.0625,0.333333333,0,0.033333333,0,0.016806723,0.25,0.036697248,0.016806723,0.08032178,0.143348624,0.086575643,0.154464961,0.27567043,0.166491621
E054,word,street,General American English,1,1,has_primary_stress;initial_primary_stress,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/stɹiːt/,[stɹiːt],s-t-ɹ-iː-t,"iː,s,t,ɹ","s,t,ɹ",iː,t,,"s→t,t→ɹ,ɹ→iː,iː→t",stɹ,,,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,coronal → coronal → rhotic → spread_vowel → coronal,"coronal,rhotic,spread_vowel","coronal→coronal,coronal→rhotic,rhotic→spread_vowel,spread_vowel→coronal","s:coronal,t:coronal,ɹ:rhotic,iː:spread_vowel,t:coronal","s:coronal→t:coronal,t:coronal→ɹ:rhotic,ɹ:rhotic→iː:spread_vowel,iː:spread_vowel→t:coronal",EQUAL_WEIGHT_HEURISTIC,0.093023256,0.0625,0.333333333,0,0.033333333,0,0.016806723,0.15,0.036697248,0.016806723,0.076999521,0.093348624,0.074250062,0.148076001,0.179516584,0.14278858
E055,word,strong,General American English,1,1,has_primary_stress;initial_primary_stress,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/stɹɔŋ/,[stɹɔŋ],s-t-ɹ-ɔ-ŋ,"s,t,ŋ,ɔ,ɹ","s,t,ɹ,ŋ",ɔ,ŋ,,"s→t,t→ɹ,ɹ→ɔ,ɔ→ŋ",stɹ,,,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,coronal → coronal → rhotic → rounded_open_vowel → low_visibility_velar,"coronal,rhotic,rounded_open_vowel,low_visibility_velar","coronal→coronal,coronal→rhotic,rhotic→rounded_open_vowel,rounded_open_vowel→low_visibility_velar","s:coronal,t:coronal,ɹ:rhotic,ɔ:rounded_open_vowel,ŋ:low_visibility_velar","s:coronal→t:coronal,t:coronal→ɹ:rhotic,ɹ:rhotic→ɔ:rounded_open_vowel,ɔ:rounded_open_vowel→ŋ:low_visibility_velar",EQUAL_WEIGHT_HEURISTIC,0.11627907,0.0625,0.333333333,0,0.033333333,0,0.016806723,0.2,0.036697248,0.016806723,0.08032178,0.118348624,0.081575643,0.154464961,0.227593507,0.156876236
E056,word,world,General American English,1,1,has_primary_stress;initial_primary_stress,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/wɝld/,[wɝld],w-ɝ-l-d,"d,l,w,ɝ","w,l,d",ɝ,d,,"w→ɝ,ɝ→l,l→d",ld,r_coloring;dark_l,ɝ,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,rounded_glide → rhotic_vowel → coronal → coronal,"rounded_glide,rhotic_vowel,coronal","rounded_glide→rhotic_vowel,rhotic_vowel→coronal,coronal→coronal","w:rounded_glide,ɝ:rhotic_vowel,l:coronal,d:coronal","w:rounded_glide→ɝ:rhotic_vowel,ɝ:rhotic_vowel→l:coronal,l:coronal→d:coronal",EQUAL_WEIGHT_HEURISTIC,0.093023256,0.0625,0.333333333,0.1,0.033333333,0.222222222,0.012605042,0.15,0.027522936,0.012605042,0.122431027,0.088761468,0.104714516,0.235444282,0.170695131,0.20137407
E057,word,help,General American English,1,1,has_primary_stress;initial_primary_stress,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/hɛlp/,[hɛlp],h-ɛ-l-p,"h,l,p,ɛ","h,l,p",ɛ,p,,"h→ɛ,ɛ→l,l→p",lp,dark_l,,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,glottal → front_open_vowel → coronal → bilabial_closure,"glottal,front_open_vowel,coronal,bilabial_closure","glottal→front_open_vowel,front_open_vowel→coronal,coronal→bilabial_closure","h:glottal,ɛ:front_open_vowel,l:coronal,p:bilabial_closure","h:glottal→ɛ:front_open_vowel,ɛ:front_open_vowel→l:coronal,l:coronal→p:bilabial_closure",EQUAL_WEIGHT_HEURISTIC,0.093023256,0.0625,0.333333333,0,0.033333333,0.111111111,0.012605042,0.2,0.027522936,0.012605042,0.092272297,0.113761468,0.088603405,0.177446724,0.218772054,0.170391164
E058,word,desk,General American English,1,1,has_primary_stress;initial_primary_stress,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/dɛsk/,[dɛsk],d-ɛ-s-k,"d,k,s,ɛ","d,s,k",ɛ,k,,"d→ɛ,ɛ→s,s→k",sk,,,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,coronal → front_open_vowel → coronal → low_visibility_velar,"coronal,front_open_vowel,low_visibility_velar","coronal→front_open_vowel,front_open_vowel→coronal,coronal→low_visibility_velar","d:coronal,ɛ:front_open_vowel,s:coronal,k:low_visibility_velar","d:coronal→ɛ:front_open_vowel,ɛ:front_open_vowel→s:coronal,s:coronal→k:low_visibility_velar",EQUAL_WEIGHT_HEURISTIC,0.093023256,0.0625,0.333333333,0,0.033333333,0,0.012605042,0.15,0.027522936,0.012605042,0.076399281,0.088761468,0.072492294,0.146921694,0.170695131,0.139408258
E059,word,next,General American English,1,1,has_primary_stress;initial_primary_stress,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/nɛkst/,[nɛkst],n-ɛ-k-s-t,"k,n,s,t,ɛ","n,k,s,t",ɛ,t,,"n→ɛ,ɛ→k,k→s,s→t",kst,,,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,coronal → front_open_vowel → low_visibility_velar → coronal → coronal,"coronal,front_open_vowel,low_visibility_velar","coronal→front_open_vowel,front_open_vowel→low_visibility_velar,low_visibility_velar→coronal,coronal→coronal","n:coronal,ɛ:front_open_vowel,k:low_visibility_velar,s:coronal,t:coronal","n:coronal→ɛ:front_open_vowel,ɛ:front_open_vowel→k:low_visibility_velar,k:low_visibility_velar→s:coronal,s:coronal→t:coronal",EQUAL_WEIGHT_HEURISTIC,0.11627907,0.0625,0.333333333,0,0.033333333,0,0.016806723,0.15,0.036697248,0.016806723,0.08032178,0.093348624,0.076575643,0.154464961,0.179516584,0.147260852
E060,word,asked,General American English,1,1,has_primary_stress;initial_primary_stress,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/æskt/,[æskt],æ-s-k-t,"k,s,t,æ","s,k,t",æ,t,,"æ→s,s→k,k→t",skt,,,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,open_vowel → coronal → low_visibility_velar → coronal,"open_vowel,coronal,low_visibility_velar","open_vowel→coronal,coronal→low_visibility_velar,low_visibility_velar→coronal","æ:open_vowel,s:coronal,k:low_visibility_velar,t:coronal","æ:open_vowel→s:coronal,s:coronal→k:low_visibility_velar,k:low_visibility_velar→t:coronal",EQUAL_WEIGHT_HEURISTIC,0.093023256,0.0625,0.333333333,0,0.033333333,0,0.012605042,0.15,0.027522936,0.012605042,0.076399281,0.088761468,0.072492294,0.146921694,0.170695131,0.139408258
E061,word,sixth,General American English,1,1,has_primary_stress;initial_primary_stress,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/sɪksθ/,[sɪksθ],s-ɪ-k-s-θ,"k,s,ɪ,θ","s,k,θ",ɪ,θ,,"s→ɪ,ɪ→k,k→s,s→θ",ksθ,,,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,coronal → spread_vowel → low_visibility_velar → coronal → dental,"coronal,spread_vowel,low_visibility_velar,dental","coronal→spread_vowel,spread_vowel→low_visibility_velar,low_visibility_velar→coronal,coronal→dental","s:coronal,ɪ:spread_vowel,k:low_visibility_velar,s:coronal,θ:dental","s:coronal→ɪ:spread_vowel,ɪ:spread_vowel→k:low_visibility_velar,k:low_visibility_velar→s:coronal,s:coronal→θ:dental",EQUAL_WEIGHT_HEURISTIC,0.093023256,0.0625,0.333333333,0,0.033333333,0,0.016806723,0.2,0.036697248,0.016806723,0.076999521,0.118348624,0.079250062,0.148076001,0.227593507,0.152403965
E062,word,texts,General American English,1,1,has_primary_stress;initial_primary_stress,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/tɛksts/,[tɛksts],t-ɛ-k-s-t-s,"k,s,t,ɛ","t,k,s",ɛ,s,,"t→ɛ,ɛ→k,k→s,s→t,t→s",ksts,,,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,coronal → front_open_vowel → low_visibility_velar → coronal → coronal → coronal,"coronal,front_open_vowel,low_visibility_velar","coronal→front_open_vowel,front_open_vowel→low_visibility_velar,low_visibility_velar→coronal,coronal→coronal,coronal→coronal","t:coronal,ɛ:front_open_vowel,k:low_visibility_velar,s:coronal,t:coronal,s:coronal","t:coronal→ɛ:front_open_vowel,ɛ:front_open_vowel→k:low_visibility_velar,k:low_visibility_velar→s:coronal,s:coronal→t:coronal,t:coronal→s:coronal",EQUAL_WEIGHT_HEURISTIC,0.093023256,0.0625,0.333333333,0,0.033333333,0,0.021008403,0.15,0.036697248,0.021008403,0.077599761,0.093348624,0.075090398,0.149230309,0.179516584,0.144404611
E063,word,blue,General American English,1,1,has_primary_stress;initial_primary_stress,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/bluː/,[bluː],b-l-uː,"b,l,uː","b,l",uː,,,"b→l,l→uː",bl,,,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,bilabial_closure → coronal → rounded_vowel,"bilabial_closure,coronal,rounded_vowel","bilabial_closure→coronal,coronal→rounded_vowel","b:bilabial_closure,l:coronal,uː:rounded_vowel","b:bilabial_closure→l:coronal,l:coronal→uː:rounded_vowel",EQUAL_WEIGHT_HEURISTIC,0.069767442,0,0.333333333,0,0.033333333,0,0.008403361,0.15,0.018348624,0.008403361,0.06354821,0.084174312,0.062158946,0.122208096,0.161873677,0.119536434
E064,word,green,General American English,1,1,has_primary_stress;initial_primary_stress,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/ɡɹiːn/,[ɡɹiːn],ɡ-ɹ-iː-n,"iː,n,ɡ,ɹ","ɡ,ɹ,n",iː,n,,"ɡ→ɹ,ɹ→iː,iː→n",ɡɹ,,,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,low_visibility_velar → rhotic → spread_vowel → coronal,"low_visibility_velar,rhotic,spread_vowel,coronal","low_visibility_velar→rhotic,rhotic→spread_vowel,spread_vowel→coronal","ɡ:low_visibility_velar,ɹ:rhotic,iː:spread_vowel,n:coronal","ɡ:low_visibility_velar→ɹ:rhotic,ɹ:rhotic→iː:spread_vowel,iː:spread_vowel→n:coronal",EQUAL_WEIGHT_HEURISTIC,0.093023256,0.0625,0.333333333,0,0.033333333,0,0.012605042,0.2,0.027522936,0.012605042,0.076399281,0.113761468,0.077492294,0.146921694,0.218772054,0.149023643
E065,word,brown,General American English,1,1,has_primary_stress;initial_primary_stress,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/bɹaʊn/,[bɹaʊn],b-ɹ-aʊ-n,"aʊ,b,n,ɹ","b,ɹ,n",aʊ,n,,"b→ɹ,ɹ→aʊ,aʊ→n",bɹ,,,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,bilabial_closure → rhotic → open_to_rounded → coronal,"bilabial_closure,rhotic,open_to_rounded,coronal","bilabial_closure→rhotic,rhotic→open_to_rounded,open_to_rounded→coronal","b:bilabial_closure,ɹ:rhotic,aʊ:open_to_rounded,n:coronal","b:bilabial_closure→ɹ:rhotic,ɹ:rhotic→aʊ:open_to_rounded,aʊ:open_to_rounded→n:coronal",EQUAL_WEIGHT_HEURISTIC,0.093023256,0.0625,0.333333333,0,0.033333333,0,0.012605042,0.2,0.027522936,0.012605042,0.076399281,0.113761468,0.077492294,0.146921694,0.218772054,0.149023643
E066,word,quick,General American English,1,1,has_primary_stress;initial_primary_stress,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/kwɪk/,[kwɪk],k-w-ɪ-k,"k,w,ɪ","k,w",ɪ,k,,"k→w,w→ɪ,ɪ→k",kw,,,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,low_visibility_velar → rounded_glide → spread_vowel → low_visibility_velar,"low_visibility_velar,rounded_glide,spread_vowel","low_visibility_velar→rounded_glide,rounded_glide→spread_vowel,spread_vowel→low_visibility_velar","k:low_visibility_velar,w:rounded_glide,ɪ:spread_vowel,k:low_visibility_velar","k:low_visibility_velar→w:rounded_glide,w:rounded_glide→ɪ:spread_vowel,ɪ:spread_vowel→k:low_visibility_velar",EQUAL_WEIGHT_HEURISTIC,0.069767442,0.0625,0.333333333,0,0.033333333,0,0.012605042,0.15,0.027522936,0.012605042,0.073077022,0.088761468,0.070166713,0.140532734,0.170695131,0.134935986
E067,word,quiet,General American English,2,10,has_primary_stress;has_unstressed_syllable;initial_primary_stress;stress_alternation,0.8,0.8,0.07,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/kwaɪət/,[kwaɪət],k-w-aɪ-ə-t,"aɪ,k,t,w,ə","k,w,t","aɪ,ə",t,,"k→w,w→aɪ,aɪ→ə,ə→t",kw,vowel_reduction,ə,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,low_visibility_velar → rounded_glide → open_to_spread → neutral_vowel → coronal,"low_visibility_velar,rounded_glide,open_to_spread,neutral_vowel,coronal","low_visibility_velar→rounded_glide,rounded_glide→open_to_spread,open_to_spread→neutral_vowel,neutral_vowel→coronal","k:low_visibility_velar,w:rounded_glide,aɪ:open_to_spread,ə:neutral_vowel,t:coronal","k:low_visibility_velar→w:rounded_glide,w:rounded_glide→aɪ:open_to_spread,aɪ:open_to_spread→ə:neutral_vowel,ə:neutral_vowel→t:coronal",EQUAL_WEIGHT_HEURISTIC,0.11627907,0.0625,0.666666667,0.1,0.033333333,0.111111111,0.016806723,0.25,0.036697248,0.016806723,0.158099558,0.143348624,0.141020087,0.197624447,0.17918578,0.176275109
E068,word,around,General American English,2,01,has_primary_stress;has_unstressed_syllable;noninitial_primary_stress;stress_alternation,0.8,0.8,0.07,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/əɹaʊnd/,[əɹaʊnd],ə-ɹ-aʊ-n-d,"aʊ,d,n,ə,ɹ","ɹ,n,d","ə,aʊ",d,,"ə→ɹ,ɹ→aʊ,aʊ→n,n→d",nd,vowel_reduction,ə,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,neutral_vowel → rhotic → open_to_rounded → coronal → coronal,"neutral_vowel,rhotic,open_to_rounded,coronal","neutral_vowel→rhotic,rhotic→open_to_rounded,open_to_rounded→coronal,coronal→coronal","ə:neutral_vowel,ɹ:rhotic,aʊ:open_to_rounded,n:coronal,d:coronal","ə:neutral_vowel→ɹ:rhotic,ɹ:rhotic→aʊ:open_to_rounded,aʊ:open_to_rounded→n:coronal,n:coronal→d:coronal",EQUAL_WEIGHT_HEURISTIC,0.11627907,0.0625,0.666666667,0.1,0.033333333,0.111111111,0.016806723,0.2,0.036697248,0.016806723,0.158099558,0.118348624,0.136020087,0.197624447,0.14793578,0.170025109
E069,word,away,General American English,2,01,has_primary_stress;has_unstressed_syllable;noninitial_primary_stress;stress_alternation,0.76,0.76,0.07,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/əweɪ/,[əweɪ],ə-w-eɪ,"eɪ,w,ə",w,"ə,eɪ",,,"ə→w,w→eɪ",,vowel_reduction,ə,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,neutral_vowel → rounded_glide → spread_vowel,"neutral_vowel,rounded_glide,spread_vowel","neutral_vowel→rounded_glide,rounded_glide→spread_vowel","ə:neutral_vowel,w:rounded_glide,eɪ:spread_vowel","ə:neutral_vowel→w:rounded_glide,w:rounded_glide→eɪ:spread_vowel",EQUAL_WEIGHT_HEURISTIC,0.069767442,0,0.666666667,0.1,0,0.111111111,0.008403361,0.15,0.018348624,0.008403361,0.136564083,0.084174312,0.113270057,0.179689583,0.110755674,0.149039548
