id,type,text,reading_kana,mora_count,estimated_duration,actual_duration_mean,standard_deviation,pronunciation,mora_sequence,consonants,vowels,special_morae,phoneme_sequence,long_vowel_morae,long_vowel_count,phoneme_set,phoneme_transitions,cross_word_transition,phonological_processes,phonological_process_count,prosodic_features,pitch_accent_pattern,pitch_accent_variants,pitch_accent_unit,pitch_accent_source,pitch_accent_confidence,reading_review_status,long_vowel_review_status,pitch_accent_review_status,review_notes,viseme_sequence,viseme_set,viseme_transitions,visual_features,phoneme_viseme_pairs,av_transitions,phoneme_coverage_gain,special_mora_coverage_gain,prosodic_coverage_gain,phoneme_transition_gain,viseme_coverage_gain,viseme_transition_gain,av_transition_gain,audio_score,vision_score,joint_av_score,audio_score_per_sec,vision_score_per_sec,joint_av_score_per_sec,duration_measurement_status,duration_model
J048,word,林檎,りんご,3,0.72,0.74,0.07,りんご,り-ん-ご,"g,r","i,o",N,r-i-N-g-o,,0,"N,g,i,o,r","r→i,i→N,N→g,g→o",,moraic_nasal,1,mora_timed;pitch_accent_relevant,0,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,coronal → spread_vowel → special_mora → low_visibility_velar → rounded,"coronal,low_visibility_velar,rounded,special_mora,spread_vowel","coronal→spread_vowel,spread_vowel→special_mora,special_mora→low_visibility_velar,low_visibility_velar→rounded",coronal; low_visibility_velar; rounded; special_mora; spread_vowel,"r:coronal,i:spread_vowel,N:special_mora,g:low_visibility_velar,o:rounded","r:coronal→i:spread_vowel,i:spread_vowel→N:special_mora,N:special_mora→g:low_visibility_velar,g:low_visibility_velar→o:rounded",0.15151515151515152,0.3333333333333333,0.2,0.02631578947368421,0.5,0.09523809523809523,0.02631578947368421,0.17779106858054228,0.2976190476190476,0.19038830843342122,0.2402582007845166,0.4021879021879022,0.25728149788300164,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J049,word,留守,るす,2,0.52,0.52,0.06,るす,る-す,"r,s",u,,r-u-s-u,,0,"r,s,u","r→u,u→s,s→u",,,0,mora_timed;pitch_accent_relevant,1,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,coronal → rounded → coronal → rounded,"coronal,rounded","coronal→rounded,rounded→coronal,coronal→rounded",coronal; rounded,"r:coronal,u:rounded,s:coronal,u:rounded","r:coronal→u:rounded,u:rounded→s:coronal,s:coronal→u:rounded",0.09090909090909091,0.0,0.0,0.019736842105263157,0.2,0.047619047619047616,0.019736842105263157,0.02766148325358852,0.12380952380952381,0.054000260391237835,0.05319516010305484,0.23809523809523808,0.10384665459853429,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J050,word,冷蔵庫,れいぞうこ,5,1.12,1.14,0.09,れいぞうこ,れ-い-ぞ-う-こ,"k,r,z","e,i,o,u",R,r-e-i-z-o-u-k-o,"e:1-2,o:3-4",2,"e,i,k,o,r,u,z","r→e,e→i,i→z,z→o,o→u,u→k,k→o",,vowel_length,1,mora_timed;pitch_accent_relevant,3,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,coronal → spread_vowel → spread_vowel → coronal → rounded → rounded → low_visibility_velar → rounded,"coronal,low_visibility_velar,rounded,spread_vowel","coronal→spread_vowel,spread_vowel→spread_vowel,spread_vowel→coronal,coronal→rounded,rounded→rounded,rounded→low_visibility_velar,low_visibility_velar→rounded",coronal; low_visibility_velar; rounded; spread_vowel,"r:coronal,e:spread_vowel,i:spread_vowel,z:coronal,o:rounded,u:rounded,k:low_visibility_velar,o:rounded","r:coronal→e:spread_vowel,e:spread_vowel→i:spread_vowel,i:spread_vowel→z:coronal,z:coronal→o:rounded,o:rounded→u:rounded,u:rounded→k:low_visibility_velar,k:low_visibility_velar→o:rounded",0.21212121212121213,0.3333333333333333,0.2,0.046052631578947366,0.4,0.16666666666666666,0.046052631578947366,0.1978767942583732,0.2833333333333333,0.20060378218272956,0.17357613531436247,0.24853801169590645,0.1759682299848505,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J051,word,廊下,ろうか,3,0.72,0.74,0.07,ろうか,ろ-う-か,"k,r","a,o,u",R,r-o-u-k-a,o:1-2,1,"a,k,o,r,u","r→o,o→u,u→k,k→a",,vowel_length,1,mora_timed;pitch_accent_relevant,0,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,coronal → rounded → rounded → low_visibility_velar → open_vowel,"coronal,low_visibility_velar,open_vowel,rounded","coronal→rounded,rounded→rounded,rounded→low_visibility_velar,low_visibility_velar→open_vowel",coronal; low_visibility_velar; open_vowel; rounded,"r:coronal,o:rounded,u:rounded,k:low_visibility_velar,a:open_vowel","r:coronal→o:rounded,o:rounded→u:rounded,u:rounded→k:low_visibility_velar,k:low_visibility_velar→a:open_vowel",0.15151515151515152,0.3333333333333333,0.2,0.02631578947368421,0.4,0.09523809523809523,0.02631578947368421,0.17779106858054228,0.24761904761904763,0.17610259414770693,0.2402582007845166,0.33462033462033464,0.23797647857798235,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J052,word,私,わたし,3,0.72,0.71,0.07,わたし,わ-た-し,"sh,t,w","a,i",,w-a-t-a-sh-i,,0,"a,i,sh,t,w","w→a,a→t,t→a,a→sh,sh→i",,,0,mora_timed;pitch_accent_relevant,0,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,rounded → open_vowel → coronal → open_vowel → coronal → spread_vowel,"coronal,open_vowel,rounded,spread_vowel","rounded→open_vowel,open_vowel→coronal,coronal→open_vowel,open_vowel→coronal,coronal→spread_vowel",coronal; open_vowel; rounded; spread_vowel,"w:rounded,a:open_vowel,t:coronal,a:open_vowel,sh:coronal,i:spread_vowel","w:rounded→a:open_vowel,a:open_vowel→t:coronal,t:coronal→a:open_vowel,a:open_vowel→sh:coronal,sh:coronal→i:spread_vowel",0.15151515151515152,0.0,0.0,0.03289473684210526,0.4,0.09523809523809523,0.03289473684210526,0.04610247208931419,0.24761904761904763,0.10179181720535103,0.06493305928072422,0.34875922199865866,0.14336875662725498,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J053,word,銀行,ぎんこう,4,0.92,0.96,0.08,ぎんこう,ぎ-ん-こ-う,"g,k","i,o,u","N,R",g-i-N-k-o-u,o:3-4,1,"N,g,i,k,o,u","g→i,i→N,N→k,k→o,o→u",,"moraic_nasal,vowel_length",2,mora_timed;pitch_accent_relevant,0,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,low_visibility_velar → spread_vowel → special_mora → low_visibility_velar → rounded → rounded,"low_visibility_velar,rounded,special_mora,spread_vowel","low_visibility_velar→spread_vowel,spread_vowel→special_mora,special_mora→low_visibility_velar,low_visibility_velar→rounded,rounded→rounded",low_visibility_velar; rounded; special_mora; spread_vowel,"g:low_visibility_velar,i:spread_vowel,N:special_mora,k:low_visibility_velar,o:rounded,u:rounded","g:low_visibility_velar→i:spread_vowel,i:spread_vowel→N:special_mora,N:special_mora→k:low_visibility_velar,k:low_visibility_velar→o:rounded,o:rounded→u:rounded",0.18181818181818182,0.6666666666666666,0.4,0.03289473684210526,0.4,0.11904761904761904,0.03289473684210526,0.32034489633173846,0.25952380952380955,0.26190313445952546,0.3336926003455609,0.2703373015873016,0.27281576506200567,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J054,word,午後,ごご,2,0.52,0.52,0.06,ごご,ご-ご,g,o,,g-o-g-o,,0,"g,o","g→o,o→g,g→o",,,0,mora_timed;pitch_accent_relevant,1,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,low_visibility_velar → rounded → low_visibility_velar → rounded,"low_visibility_velar,rounded","low_visibility_velar→rounded,rounded→low_visibility_velar,low_visibility_velar→rounded",low_visibility_velar; rounded,"g:low_visibility_velar,o:rounded,g:low_visibility_velar,o:rounded","g:low_visibility_velar→o:rounded,o:rounded→g:low_visibility_velar,g:low_visibility_velar→o:rounded",0.06060606060606061,0.0,0.0,0.013157894736842105,0.2,0.047619047619047616,0.013157894736842105,0.018440988835725678,0.12380952380952381,0.04779155681411321,0.03546344006870322,0.23809523809523808,0.0919068400271408,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J055,word,写真,しゃしん,3,0.72,0.74,0.07,しゃしん,しゃ-し-ん,sh,"a,i",N,sh-a-sh-i-N,,0,"N,a,i,sh","sh→a,a→sh,sh→i,i→N",,"moraic_nasal,palatalization",2,mora_timed;pitch_accent_relevant,0,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,coronal → open_vowel → coronal → spread_vowel → special_mora,"coronal,open_vowel,special_mora,spread_vowel","coronal→open_vowel,open_vowel→coronal,coronal→spread_vowel,spread_vowel→special_mora",coronal; open_vowel; special_mora; spread_vowel,"sh:coronal,a:open_vowel,sh:coronal,i:spread_vowel,N:special_mora","sh:coronal→a:open_vowel,a:open_vowel→sh:coronal,sh:coronal→i:spread_vowel,i:spread_vowel→N:special_mora",0.12121212121212122,0.3333333333333333,0.4,0.02631578947368421,0.4,0.09523809523809523,0.02631578947368421,0.2202153110047847,0.24761904761904763,0.2003450183901312,0.2975882581145739,0.33462033462033464,0.27073651133801513,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J056,word,主役,しゅやく,3,0.72,0.71,0.07,しゅやく,しゅ-や-く,"k,sh,y","a,u",,sh-u-y-a-k-u,,0,"a,k,sh,u,y","sh→u,u→y,y→a,a→k,k→u",,palatalization,1,mora_timed;pitch_accent_relevant,0,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,coronal → rounded → palatal_glottal → open_vowel → low_visibility_velar → rounded,"coronal,low_visibility_velar,open_vowel,palatal_glottal,rounded","coronal→rounded,rounded→palatal_glottal,palatal_glottal→open_vowel,open_vowel→low_visibility_velar,low_visibility_velar→rounded",coronal; low_visibility_velar; open_vowel; palatal_glottal; rounded,"sh:coronal,u:rounded,y:palatal_glottal,a:open_vowel,k:low_visibility_velar,u:rounded","sh:coronal→u:rounded,u:rounded→y:palatal_glottal,y:palatal_glottal→a:open_vowel,a:open_vowel→k:low_visibility_velar,k:low_visibility_velar→u:rounded",0.15151515151515152,0.0,0.2,0.03289473684210526,0.5,0.11904761904761904,0.03289473684210526,0.0961024720893142,0.30952380952380953,0.14805032060671158,0.13535559449199183,0.4359490274983233,0.2085215783193121,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J057,word,食事,しょくじ,3,0.72,0.71,0.07,しょくじ,しょ-く-じ,"j,k,sh","i,o,u",,sh-o-k-u-j-i,,0,"i,j,k,o,sh,u","sh→o,o→k,k→u,u→j,j→i",,palatalization,1,mora_timed;pitch_accent_relevant,0,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,coronal → rounded → low_visibility_velar → rounded → coronal → spread_vowel,"coronal,low_visibility_velar,rounded,spread_vowel","coronal→rounded,rounded→low_visibility_velar,low_visibility_velar→rounded,rounded→coronal,coronal→spread_vowel",coronal; low_visibility_velar; rounded; spread_vowel,"sh:coronal,o:rounded,k:low_visibility_velar,u:rounded,j:coronal,i:spread_vowel","sh:coronal→o:rounded,o:rounded→k:low_visibility_velar,k:low_visibility_velar→u:rounded,u:rounded→j:coronal,j:coronal→i:spread_vowel",0.18181818181818182,0.0,0.2,0.03289473684210526,0.4,0.11904761904761904,0.03289473684210526,0.10367822966507177,0.25952380952380955,0.13809361065000164,0.14602567558460813,0.3655264922870557,0.1944980431690164,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J058,word,茶碗,ちゃわん,3,0.72,0.74,0.07,ちゃわん,ちゃ-わ-ん,"ch,w",a,N,ch-a-w-a-N,,0,"N,a,ch,w","ch→a,a→w,w→a,a→N",,"moraic_nasal,palatalization",2,mora_timed;pitch_accent_relevant,0,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,coronal → open_vowel → rounded → open_vowel → special_mora,"coronal,open_vowel,rounded,special_mora","coronal→open_vowel,open_vowel→rounded,rounded→open_vowel,open_vowel→special_mora",coronal; open_vowel; rounded; special_mora,"ch:coronal,a:open_vowel,w:rounded,a:open_vowel,N:special_mora","ch:coronal→a:open_vowel,a:open_vowel→w:rounded,w:rounded→a:open_vowel,a:open_vowel→N:special_mora",0.12121212121212122,0.3333333333333333,0.4,0.02631578947368421,0.4,0.09523809523809523,0.02631578947368421,0.2202153110047847,0.24761904761904763,0.2003450183901312,0.2975882581145739,0.33462033462033464,0.27073651133801513,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J059,word,注意,ちゅうい,3,0.72,0.74,0.07,ちゅうい,ちゅ-う-い,ch,"i,u",R,ch-u-u-i,u:1-2,1,"ch,i,u","ch→u,u→u,u→i",,"vowel_length,palatalization",2,mora_timed;pitch_accent_relevant,1,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,coronal → rounded → rounded → spread_vowel,"coronal,rounded,spread_vowel","coronal→rounded,rounded→rounded,rounded→spread_vowel",coronal; rounded; spread_vowel,"ch:coronal,u:rounded,u:rounded,i:spread_vowel","ch:coronal→u:rounded,u:rounded→u:rounded,u:rounded→i:spread_vowel",0.09090909090909091,0.3333333333333333,0.4,0.019736842105263157,0.3,0.07142857142857142,0.019736842105263157,0.21099481658692185,0.18571428571428572,0.17644923998307457,0.28512813052286734,0.25096525096525096,0.23844491889604671,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J060,word,貯金,ちょきん,3,0.72,0.74,0.07,ちょきん,ちょ-き-ん,"ch,k","i,o",N,ch-o-k-i-N,,0,"N,ch,i,k,o","ch→o,o→k,k→i,i→N",,"moraic_nasal,palatalization",2,mora_timed;pitch_accent_relevant,0,2,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,MEDIUM,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,coronal → rounded → low_visibility_velar → spread_vowel → special_mora,"coronal,low_visibility_velar,rounded,special_mora,spread_vowel","coronal→rounded,rounded→low_visibility_velar,low_visibility_velar→spread_vowel,spread_vowel→special_mora",coronal; low_visibility_velar; rounded; special_mora; spread_vowel,"ch:coronal,o:rounded,k:low_visibility_velar,i:spread_vowel,N:special_mora","ch:coronal→o:rounded,o:rounded→k:low_visibility_velar,k:low_visibility_velar→i:spread_vowel,i:spread_vowel→N:special_mora",0.15151515151515152,0.3333333333333333,0.4,0.02631578947368421,0.5,0.09523809523809523,0.02631578947368421,0.22779106858054227,0.2976190476190476,0.21895973700484977,0.30782576835208414,0.4021879021879022,0.29589153649304023,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J061,word,客,きゃく,2,0.52,0.52,0.06,きゃく,きゃ-く,"k,ky","a,u",,ky-a-k-u,,0,"a,k,ky,u","ky→a,a→k,k→u",,palatalization,1,mora_timed;pitch_accent_relevant,0,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,low_visibility_velar → open_vowel → low_visibility_velar → rounded,"low_visibility_velar,open_vowel,rounded","low_visibility_velar→open_vowel,open_vowel→low_visibility_velar,low_visibility_velar→rounded",low_visibility_velar; open_vowel; rounded,"ky:low_visibility_velar,a:open_vowel,k:low_visibility_velar,u:rounded","ky:low_visibility_velar→a:open_vowel,a:open_vowel→k:low_visibility_velar,k:low_visibility_velar→u:rounded",0.12121212121212122,0.0,0.2,0.019736842105263157,0.3,0.07142857142857142,0.019736842105263157,0.0852372408293461,0.18571428571428572,0.10458776812160271,0.16391777082566555,0.35714285714285715,0.20113032331077443,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J062,word,九,きゅう,2,0.52,0.55,0.07,きゅう,きゅ-う,ky,u,R,ky-u-u,u:1-2,1,"ky,u","ky→u,u→u",,"vowel_length,palatalization",2,mora_timed;pitch_accent_relevant,1,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,low_visibility_velar → rounded → rounded,"low_visibility_velar,rounded","low_visibility_velar→rounded,rounded→rounded",low_visibility_velar; rounded,"ky:low_visibility_velar,u:rounded,u:rounded","ky:low_visibility_velar→u:rounded,u:rounded→u:rounded",0.06060606060606061,0.3333333333333333,0.4,0.013157894736842105,0.2,0.047619047619047616,0.013157894736842105,0.20177432216905902,0.12380952380952381,0.15255346157601798,0.36686240394374364,0.2251082251082251,0.2773699301382145,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J063,word,今日,きょう,2,0.52,0.55,0.07,きょう,きょ-う,ky,"o,u",R,ky-o-u,o:1-2,1,"ky,o,u","ky→o,o→u",,"vowel_length,palatalization",2,mora_timed;pitch_accent_relevant,1,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,low_visibility_velar → rounded → rounded,"low_visibility_velar,rounded","low_visibility_velar→rounded,rounded→rounded",low_visibility_velar; rounded,"ky:low_visibility_velar,o:rounded,u:rounded","ky:low_visibility_velar→o:rounded,o:rounded→u:rounded",0.09090909090909091,0.3333333333333333,0.4,0.013157894736842105,0.2,0.047619047619047616,0.013157894736842105,0.2093500797448166,0.12380952380952381,0.1568824659050223,0.3806365086269392,0.2251082251082251,0.28524084710004055,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J064,word,百,ひゃく,2,0.52,0.52,0.06,ひゃく,ひゃ-く,"hy,k","a,u",,hy-a-k-u,,0,"a,hy,k,u","hy→a,a→k,k→u",,palatalization,1,mora_timed;pitch_accent_relevant,2,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,palatal_glottal → open_vowel → low_visibility_velar → rounded,"low_visibility_velar,open_vowel,palatal_glottal,rounded","palatal_glottal→open_vowel,open_vowel→low_visibility_velar,low_visibility_velar→rounded",low_visibility_velar; open_vowel; palatal_glottal; rounded,"hy:palatal_glottal,a:open_vowel,k:low_visibility_velar,u:rounded","hy:palatal_glottal→a:open_vowel,a:open_vowel→k:low_visibility_velar,k:low_visibility_velar→u:rounded",0.12121212121212122,0.0,0.2,0.019736842105263157,0.4,0.07142857142857142,0.019736842105263157,0.0852372408293461,0.2357142857142857,0.118873482407317,0.16391777082566555,0.4532967032967033,0.22860285078330192,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J065,word,表,ひょう,2,0.52,0.55,0.07,ひょう,ひょ-う,hy,"o,u",R,hy-o-u,o:1-2,1,"hy,o,u","hy→o,o→u",,"vowel_length,palatalization",2,mora_timed;pitch_accent_relevant,0,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,palatal_glottal → rounded → rounded,"palatal_glottal,rounded","palatal_glottal→rounded,rounded→rounded",palatal_glottal; rounded,"hy:palatal_glottal,o:rounded,u:rounded","hy:palatal_glottal→o:rounded,o:rounded→u:rounded",0.09090909090909091,0.3333333333333333,0.4,0.013157894736842105,0.2,0.047619047619047616,0.013157894736842105,0.2093500797448166,0.12380952380952381,0.1568824659050223,0.3806365086269392,0.2251082251082251,0.28524084710004055,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J066,word,牛乳,ぎゅうにゅう,4,0.92,0.95,0.08,ぎゅうにゅう,ぎゅ-う-にゅ-う,"gy,ny",u,R,gy-u-u-ny-u-u,"u:1-2,u:3-4",2,"gy,ny,u","gy→u,u→u,u→ny,ny→u,u→u",,"vowel_length,palatalization",2,mora_timed;pitch_accent_relevant,0,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,low_visibility_velar → rounded → rounded → palatal_glottal → rounded → rounded,"low_visibility_velar,palatal_glottal,rounded","low_visibility_velar→rounded,rounded→rounded,rounded→palatal_glottal,palatal_glottal→rounded,rounded→rounded",low_visibility_velar; palatal_glottal; rounded,"gy:low_visibility_velar,u:rounded,u:rounded,ny:palatal_glottal,u:rounded,u:rounded","gy:low_visibility_velar→u:rounded,u:rounded→u:rounded,u:rounded→ny:palatal_glottal,ny:palatal_glottal→u:rounded,u:rounded→u:rounded",0.09090909090909091,0.3333333333333333,0.4,0.02631578947368421,0.3,0.09523809523809523,0.02631578947368421,0.21263955342902713,0.1976190476190476,0.18173029977541258,0.22383110887266014,0.20802005012531327,0.19129505239517114,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J067,word,料理,りょうり,3,0.72,0.74,0.07,りょうり,りょ-う-り,"r,ry","i,o,u",R,ry-o-u-r-i,o:1-2,1,"i,o,r,ry,u","ry→o,o→u,u→r,r→i",,"vowel_length,palatalization",2,mora_timed;pitch_accent_relevant,1,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,palatal_glottal → rounded → rounded → coronal → spread_vowel,"coronal,palatal_glottal,rounded,spread_vowel","palatal_glottal→rounded,rounded→rounded,rounded→coronal,coronal→spread_vowel",coronal; palatal_glottal; rounded; spread_vowel,"ry:palatal_glottal,o:rounded,u:rounded,r:coronal,i:spread_vowel","ry:palatal_glottal→o:rounded,o:rounded→u:rounded,u:rounded→r:coronal,r:coronal→i:spread_vowel",0.15151515151515152,0.3333333333333333,0.4,0.02631578947368421,0.4,0.09523809523809523,0.02631578947368421,0.22779106858054227,0.24761904761904763,0.2046740227191355,0.30782576835208414,0.33462033462033464,0.27658651718802096,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J068,word,旅行,りょこう,3,0.72,0.74,0.07,りょこう,りょ-こ-う,"k,ry","o,u",R,ry-o-k-o-u,o:2-3,1,"k,o,ry,u","ry→o,o→k,k→o,o→u",,"vowel_length,palatalization",2,mora_timed;pitch_accent_relevant,0,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,palatal_glottal → rounded → low_visibility_velar → rounded → rounded,"low_visibility_velar,palatal_glottal,rounded","palatal_glottal→rounded,rounded→low_visibility_velar,low_visibility_velar→rounded,rounded→rounded",low_visibility_velar; palatal_glottal; rounded,"ry:palatal_glottal,o:rounded,k:low_visibility_velar,o:rounded,u:rounded","ry:palatal_glottal→o:rounded,o:rounded→k:low_visibility_velar,k:low_visibility_velar→o:rounded,o:rounded→u:rounded",0.12121212121212122,0.3333333333333333,0.4,0.02631578947368421,0.3,0.09523809523809523,0.02631578947368421,0.2202153110047847,0.1976190476190476,0.1860593041044169,0.2975882581145739,0.26705276705276704,0.2514314920329958,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
